vehicle_id,now_avg_kmpl,now_avg_kmpl_inv,now_total_fuel_cost_inr,now_avg_co2_kg,future_avg_kmpl,future_avg_kmpl_inv,future_total_fuel_cost_inr,future_avg_co2_kg
VEH-08223,12.27,0.0815,694586.65,3.77,10.89,0.0918,773683.76,4.44
VEH-08224,14.22,0.0703,572469.36,3.51,12.95,0.0772,647808.23,3.87
VEH-08225,16.28,0.0614,300857.06,3.04,14.85,0.0673,350207.99,3.63
VEH-08226,18.34,0.0545,247828.92,2.7,16.46,0.0608,308269.45,3.2
VEH-08227,19.62,0.051,180574.37,2.49,18.21,0.0549,207803.79,2.91
VEH-08228,17.78,0.0562,283231.76,2.8,15.79,0.0633,330053.26,2.99
VEH-08229,16.4,0.061,417144.6,2.91,15.62,0.064,473335.46,3.45
VEH-08230,16.9,0.0592,277660.54,2.71,15.18,0.0659,303402.61,3.1
VEH-08231,12.37,0.0808,641513.37,3.57,10.62,0.0942,793164.05,4.07
VEH-08232,14.14,0.0707,456771.4,3.48,13.59,0.0736,566979.22,3.86
VEH-08233,15.6,0.0641,535483.22,3.44,13.73,0.0728,665033.8,3.82
VEH-08234,19.6,0.051,67489.39,2.05,17.87,0.056,76550.73,2.16
VEH-08235,12.07,0.0829,832188.91,4.07,10.56,0.0947,972190.03,4.59
VEH-08236,17.98,0.0556,172030.03,2.79,16.6,0.0602,207450.19,3.05
VEH-08237,15.39,0.065,476659.67,3.58,14.73,0.0679,577385.29,4.08
VEH-08238,14.25,0.0702,367168.79,2.87,13.49,0.0741,429792.93,3.31
VEH-08239,11.49,0.087,801342.27,3.36,10.34,0.0967,948104.33,3.78
VEH-08240,16.02,0.0624,317271.02,2.85,14.59,0.0685,347388.73,3.29
VEH-08241,15.18,0.0659,343913.13,2.81,13.21,0.0757,376424.79,3.12
VEH-08242,17.67,0.0566,319051.36,3.24,16.05,0.0623,378282.34,3.45
VEH-08243,16.07,0.0622,337623.24,2.72,14.26,0.0701,371716.28,3.2
VEH-08244,11.65,0.0858,787837.76,4.22,10.14,0.0986,941656.43,4.89
VEH-08245,11.44,0.0874,972471.94,4.43,9.83,0.1017,1198225.71,5.22
VEH-08246,17.43,0.0574,159639.51,2.23,15.56,0.0643,195735.85,2.45
VEH-08247,15.22,0.0657,480225.06,3.32,13.93,0.0718,563239.51,3.83
VEH-08248,16.8,0.0595,340139.73,3.09,16.03,0.0624,380615.57,3.53
VEH-08249,16.1,0.0621,329735.77,2.74,15.58,0.0642,361103.49,3.08
VEH-08250,16.68,0.06,309478.32,2.97,15.5,0.0645,385659.38,3.3
VEH-08251,16.53,0.0605,201557.55,2.34,15.66,0.0639,242517.92,2.78
VEH-08252,11.17,0.0895,926325.43,4.02,10.26,0.0975,1107450.99,4.72
VEH-08253,17.37,0.0576,261222.16,2.45,16.64,0.0601,324969.49,2.81
VEH-08254,13.6,0.0735,672502.29,3.89,12.09,0.0827,795319.63,4.19
VEH-08255,14.89,0.0672,468736.15,3.22,13.66,0.0732,570247.73,3.68
VEH-08256,10.93,0.0915,1275972.15,4.9,9.0,0.1111,1477631.73,5.4
VEH-08257,14.24,0.0702,412780.31,2.78,12.45,0.0803,488839.66,3.17
VEH-08258,18.71,0.0534,63777.77,1.97,17.05,0.0587,74843.85,2.15
VEH-08259,16.4,0.061,216536.28,2.6,15.67,0.0638,242649.53,2.86
VEH-08260,14.72,0.0679,532089.73,3.53,13.12,0.0762,598963.1,3.97
VEH-08261,16.26,0.0615,374771.44,2.81,15.48,0.0646,421632.92,3.21
VEH-08262,15.47,0.0646,432950.7,3.0,13.58,0.0736,468869.44,3.39
VEH-08263,14.36,0.0696,506398.03,3.78,13.07,0.0765,626017.09,4.34
VEH-08264,17.47,0.0572,259765.6,2.44,15.65,0.0639,300515.36,2.63
VEH-08265,17.82,0.0561,99098.16,1.84,15.82,0.0632,113168.6,2.01
VEH-08266,12.28,0.0814,803426.96,4.32,10.69,0.0935,882373.27,5.16
VEH-08267,16.13,0.062,327242.05,3.19,14.61,0.0684,361335.04,3.39
VEH-08268,17.43,0.0574,324062.45,3.21,16.67,0.06,371140.44,3.45
VEH-08269,13.1,0.0763,586738.37,3.58,12.11,0.0826,698017.68,4.02
VEH-08270,17.14,0.0583,372583.56,2.89,16.52,0.0605,464853.42,3.32
VEH-08271,14.52,0.0689,515808.12,3.22,13.57,0.0737,558546.65,3.75
VEH-08272,17.94,0.0557,209179.0,2.53,16.12,0.062,230791.21,2.92
VEH-08273,16.82,0.0595,319620.5,2.72,16.29,0.0614,371980.47,2.99
VEH-08274,13.0,0.0769,699213.45,3.31,11.45,0.0873,828823.76,3.7
VEH-08275,13.07,0.0765,668475.17,3.77,11.2,0.0893,819809.79,4.0
VEH-08276,12.73,0.0786,689424.35,3.98,11.22,0.0891,852279.57,4.53
VEH-08277,14.18,0.0705,692816.36,3.85,12.91,0.0775,844379.4,4.57
VEH-08278,17.84,0.0561,278826.62,2.77,16.99,0.0589,321565.84,3.27
VEH-08279,15.89,0.0629,328019.02,2.83,15.29,0.0654,362061.7,3.03
VEH-08280,19.39,0.0516,150108.58,2.58,18.35,0.0545,163056.95,2.89
VEH-08281,12.72,0.0786,746872.57,3.82,10.83,0.0923,888062.7,4.31
VEH-08282,11.97,0.0835,858571.32,4.37,10.82,0.0924,1072739.29,5.08
VEH-08283,16.42,0.0609,328847.93,2.83,15.51,0.0645,388199.49,3.26
VEH-08284,17.26,0.0579,129234.8,2.42,16.47,0.0607,143698.66,2.6
VEH-08285,13.04,0.0767,566163.7,3.55,11.25,0.0889,676416.83,4.16
VEH-08286,14.35,0.0697,501108.84,3.18,13.35,0.0749,567505.06,3.68
VEH-08287,17.45,0.0573,231746.67,3.1,15.86,0.0631,265448.81,3.63
VEH-08288,15.77,0.0634,346141.64,2.82,14.95,0.0669,426731.91,3.31
VEH-08289,10.64,0.094,1161944.11,4.57,10.09,0.0991,1447322.52,5.07
VEH-08290,18.92,0.0529,80192.76,2.25,17.28,0.0579,99249.77,2.61
VEH-08291,10.01,0.0999,1160886.36,4.28,9.23,0.1083,1255650.41,5.06
VEH-08292,11.85,0.0844,863282.64,4.17,11.21,0.0892,1009920.64,4.47
VEH-08293,16.91,0.0591,258701.55,2.82,16.0,0.0625,318661.64,3.19
VEH-08294,18.32,0.0546,47593.25,1.8,16.84,0.0594,51845.3,2.14
VEH-08295,14.73,0.0679,463948.08,3.57,13.6,0.0735,549469.39,4.05
VEH-08296,10.4,0.0962,1258433.1,4.69,8.48,0.1179,1446486.6,5.1
VEH-08297,12.18,0.0821,729556.51,3.81,10.27,0.0974,799982.44,4.39
VEH-08298,17.05,0.0587,295025.39,3.26,15.19,0.0658,319785.84,3.71
VEH-08299,15.8,0.0633,334253.93,2.85,14.49,0.069,404457.38,3.35
VEH-08300,15.51,0.0645,443996.92,3.11,13.94,0.0717,527372.38,3.38
VEH-08301,19.8,0.0505,45813.64,2.39,18.22,0.0549,51886.73,2.71
VEH-08302,15.71,0.0637,509988.6,3.62,15.04,0.0665,585085.19,4.29
VEH-08303,16.09,0.0622,292856.24,2.56,14.35,0.0697,328538.28,2.9
VEH-08304,14.64,0.0683,525954.45,3.72,13.38,0.0747,587374.21,4.17
VEH-08305,15.11,0.0662,448465.23,3.47,13.49,0.0741,541896.9,3.69
VEH-08306,13.6,0.0735,620570.05,3.45,12.96,0.0772,745783.89,3.75
VEH-08307,17.27,0.0579,173794.18,2.41,15.96,0.0627,208476.61,2.68
VEH-08308,16.59,0.0603,478213.79,3.56,15.58,0.0642,582026.77,4.21
VEH-08309,17.92,0.0558,279404.16,3.24,16.24,0.0616,302575.9,3.63
VEH-08310,16.92,0.0591,234193.75,2.82,16.01,0.0625,253874.67,3.36
VEH-08311,17.68,0.0566,226499.11,2.39,16.04,0.0623,248380.68,2.67
VEH-08312,16.0,0.0625,407849.63,3.37,14.51,0.0689,476392.3,3.75
VEH-08313,15.8,0.0633,374262.94,2.93,14.7,0.068,447910.76,3.28
VEH-08314,15.86,0.0631,294975.01,3.03,14.07,0.0711,363489.1,3.33
VEH-08315,14.62,0.0684,501145.81,3.3,12.75,0.0784,563609.79,3.65
VEH-08316,16.48,0.0607,300547.19,2.96,15.1,0.0662,349748.05,3.45
VEH-08317,14.88,0.0672,391497.33,3.06,14.36,0.0696,484061.0,3.44
VEH-08318,15.58,0.0642,274035.82,2.91,14.63,0.0684,317546.55,3.45
VEH-08319,15.15,0.066,366457.9,2.73,13.2,0.0758,448662.08,2.97
VEH-08320,18.77,0.0533,132504.66,2.47,17.19,0.0582,159313.16,2.65
VEH-08321,15.45,0.0647,536869.04,3.97,14.5,0.069,619973.03,4.31
VEH-08322,15.69,0.0637,320895.14,2.73,14.88,0.0672,376405.71,3.15
VEH-08323,15.69,0.0637,348116.91,2.84,14.14,0.0707,405219.17,2.99
VEH-08324,18.57,0.0539,193599.3,2.28,17.97,0.0556,224920.45,2.45
VEH-08325,15.68,0.0638,446180.54,3.31,14.98,0.0668,540184.91,3.82
VEH-08326,17.55,0.057,246851.45,2.83,16.12,0.062,302954.85,3.18
VEH-08327,15.77,0.0634,244346.6,2.88,15.11,0.0662,276796.32,3.27
VEH-08328,16.4,0.061,190417.08,2.62,15.04,0.0665,222346.0,2.97
VEH-08329,15.06,0.0664,443977.99,3.32,14.0,0.0714,539017.27,3.85
VEH-08330,14.63,0.0684,396822.93,2.95,12.97,0.0771,455078.84,3.11
VEH-08331,17.57,0.0569,157879.69,2.15,16.39,0.061,171683.07,2.38
VEH-08332,13.77,0.0726,627134.74,3.34,11.98,0.0835,783642.25,3.69
VEH-08333,13.49,0.0741,414724.45,2.87,11.76,0.085,503302.76,3.09
VEH-08334,15.25,0.0656,255844.25,2.88,13.39,0.0747,297671.93,3.14
VEH-08335,15.81,0.0633,388767.31,3.18,14.14,0.0707,442827.81,3.76
VEH-08336,14.31,0.0699,467374.67,3.37,12.9,0.0775,583926.12,3.9
VEH-08337,16.51,0.0606,295221.73,2.36,15.32,0.0653,338568.55,2.72
VEH-08338,15.75,0.0635,382258.04,2.97,14.32,0.0698,471994.38,3.34
VEH-08339,11.93,0.0838,836184.65,4.25,10.6,0.0943,1011224.09,4.67
VEH-08340,15.18,0.0659,451223.28,3.64,14.03,0.0713,532020.45,3.97
VEH-08341,16.39,0.061,205139.26,2.56,15.66,0.0639,248554.16,2.72
VEH-08342,18.4,0.0543,149049.61,2.29,16.6,0.0602,162238.44,2.44
VEH-08343,13.68,0.0731,438208.41,3.01,11.91,0.084,534265.72,3.3
VEH-08344,17.12,0.0584,200484.92,2.43,15.38,0.065,220422.23,2.75
VEH-08345,13.84,0.0723,394209.51,3.03,12.31,0.0812,473404.19,3.42
VEH-08346,13.73,0.0728,555746.71,3.6,12.49,0.0801,604989.29,3.83
VEH-08347,19.07,0.0524,102376.38,2.43,18.02,0.0555,121624.47,2.91
VEH-08348,18.81,0.0532,102878.61,2.0,17.32,0.0577,117233.99,2.15
VEH-08349,16.4,0.061,391767.24,3.22,14.71,0.068,468537.11,3.67
VEH-08350,17.62,0.0568,209929.7,2.59,15.97,0.0626,235869.92,3.09
VEH-08351,16.64,0.0601,286707.68,2.54,15.27,0.0655,344252.64,3.03
VEH-08352,12.96,0.0772,710765.98,3.73,11.9,0.084,792978.38,4.03
VEH-08353,17.33,0.0577,270130.61,3.05,15.49,0.0646,311168.01,3.43
VEH-08354,16.67,0.06,352992.88,3.13,14.92,0.067,432004.83,3.31
VEH-08355,17.54,0.057,228780.61,2.95,15.87,0.063,263653.1,3.53
VEH-08356,16.36,0.0611,269678.39,2.74,14.93,0.067,316752.41,3.21
VEH-08357,16.89,0.0592,245622.4,2.47,15.26,0.0655,276145.06,2.61
VEH-08358,18.4,0.0543,195329.88,2.69,17.85,0.056,239701.95,3.2
VEH-08359,15.87,0.063,228173.95,2.44,14.62,0.0684,265592.31,2.67
VEH-08360,16.55,0.0604,222020.99,2.39,15.91,0.0629,245007.29,2.85
VEH-08361,16.32,0.0613,301343.66,2.72,15.13,0.0661,371517.76,3.14
VEH-08362,12.32,0.0812,809099.78,4.07,10.41,0.0961,1009994.35,4.78
VEH-08363,14.35,0.0697,446933.58,2.86,12.69,0.0788,547771.66,3.25
VEH-08364,16.47,0.0607,374892.39,3.12,14.78,0.0677,451706.9,3.44
VEH-08365,18.24,0.0548,116212.73,2.32,17.12,0.0584,134516.09,2.48
VEH-08366,14.15,0.0707,812646.86,4.01,12.76,0.0784,962611.46,4.76
VEH-08367,18.69,0.0535,113261.27,2.36,17.43,0.0574,123336.01,2.54
VEH-08368,10.37,0.0964,1317368.14,4.79,9.32,0.1073,1585181.66,5.54
VEH-08369,10.59,0.0944,895106.49,3.71,8.63,0.1159,1102122.24,4.37
VEH-08370,15.55,0.0643,479078.14,3.05,13.64,0.0733,531303.68,3.58
VEH-08371,10.84,0.0923,833050.66,3.81,9.3,0.1075,982757.27,4.34
VEH-08372,11.34,0.0882,876917.63,3.88,10.73,0.0932,1040895.35,4.1
VEH-08373,17.19,0.0582,282129.82,2.62,16.07,0.0622,347480.91,3.01
VEH-08374,15.86,0.0631,297971.22,2.41,14.96,0.0668,353350.8,2.85
VEH-08375,14.91,0.0671,485485.67,3.48,13.19,0.0758,555294.19,3.99
VEH-08376,14.7,0.068,531101.0,3.41,14.05,0.0712,622860.58,3.97
VEH-08377,16.47,0.0607,223880.55,2.57,15.57,0.0642,263484.92,2.76
VEH-08378,16.46,0.0608,273600.07,2.77,14.51,0.0689,339971.67,3.3
VEH-08379,15.4,0.0649,317763.73,2.91,14.2,0.0704,387265.92,3.23
VEH-08380,11.94,0.0838,841017.22,4.32,11.03,0.0907,935631.12,4.85
VEH-08381,16.05,0.0623,320448.97,3.01,14.34,0.0697,376710.16,3.46
VEH-08382,20.0,0.05,104410.12,2.21,18.33,0.0546,119435.92,2.36
VEH-08383,16.89,0.0592,144149.68,1.95,16.28,0.0614,162297.05,2.15
VEH-08384,16.67,0.06,218960.94,2.65,15.07,0.0664,259760.89,2.89
VEH-08385,15.58,0.0642,598416.29,3.96,13.79,0.0725,701447.74,4.39
VEH-08386,14.3,0.0699,607287.62,3.43,13.59,0.0736,729330.8,4.09
VEH-08387,11.65,0.0858,909028.73,3.97,10.75,0.093,1028498.58,4.4
VEH-08388,11.1,0.0901,1177511.34,4.71,9.7,0.1031,1452540.13,5.48
VEH-08389,16.29,0.0614,274045.26,2.64,15.22,0.0657,301439.26,3.07
VEH-08390,16.0,0.0625,271760.79,2.95,14.66,0.0682,314825.13,3.42
VEH-08391,13.83,0.0723,630854.1,3.59,12.31,0.0812,725225.54,3.9
VEH-08392,12.7,0.0787,735836.44,3.63,12.15,0.0823,873353.44,4.34
VEH-08393,14.17,0.0706,404931.0,3.46,13.23,0.0756,475008.23,3.64
VEH-08394,16.84,0.0594,233835.51,2.81,15.96,0.0627,275877.83,3.02
VEH-08395,12.42,0.0805,530381.21,3.17,11.7,0.0855,644590.54,3.37
VEH-08396,14.61,0.0684,340120.46,3.02,12.62,0.0792,404308.4,3.47
VEH-08397,9.41,0.1063,1154382.62,4.34,8.24,0.1214,1378183.83,4.75
VEH-08398,15.58,0.0642,486679.0,3.22,13.79,0.0725,571012.67,3.41
VEH-08399,14.26,0.0701,581365.25,3.56,13.31,0.0751,628597.68,3.93
VEH-08400,12.88,0.0776,780665.05,4.11,12.25,0.0816,891177.82,4.79
VEH-08401,15.25,0.0656,465554.82,3.4,14.22,0.0703,510592.87,3.68
VEH-08402,12.75,0.0784,661772.22,3.23,11.68,0.0856,763615.98,3.79
VEH-08403,15.0,0.0667,487205.14,3.54,13.21,0.0757,562415.23,3.79
VEH-08404,14.92,0.067,366996.91,3.09,13.11,0.0763,419296.54,3.61
VEH-08405,14.11,0.0709,551580.2,3.29,12.83,0.0779,657065.42,3.68
VEH-08406,17.92,0.0558,42275.4,1.89,16.65,0.0601,52780.33,2.24
VEH-08407,17.05,0.0587,137893.67,2.58,16.12,0.062,150773.64,2.96
VEH-08408,14.54,0.0688,420077.42,3.04,13.98,0.0715,513954.07,3.58
VEH-08409,16.83,0.0594,134738.24,2.34,14.99,0.0667,163695.8,2.64
VEH-08410,16.07,0.0622,459043.88,3.39,14.93,0.067,530535.06,3.87
VEH-08411,15.41,0.0649,283586.23,2.55,13.9,0.0719,350497.2,3.01
VEH-08412,18.89,0.0529,145746.47,2.35,17.31,0.0578,161520.45,2.77
VEH-08413,14.2,0.0704,582498.52,3.71,12.42,0.0805,707076.86,4.31
VEH-08414,14.04,0.0712,507720.9,3.34,12.9,0.0775,607688.11,3.71
VEH-08415,16.27,0.0615,343890.47,3.07,14.32,0.0698,374875.58,3.61
VEH-08416,17.95,0.0557,281473.61,2.86,16.52,0.0605,322530.27,3.23
VEH-08417,17.33,0.0577,217497.33,2.82,16.06,0.0623,257900.31,3.36
VEH-08418,11.11,0.09,1091657.74,4.34,10.41,0.0961,1257554.78,4.8
VEH-08419,18.14,0.0551,177480.96,2.45,16.59,0.0603,219723.79,2.79
VEH-08420,17.32,0.0577,392769.61,3.2,15.52,0.0644,448047.58,3.55
VEH-08421,15.59,0.0641,380118.34,2.86,14.34,0.0697,410917.24,3.39
VEH-08422,16.2,0.0617,354097.68,3.19,14.98,0.0668,425487.53,3.7
VEH-08423,14.84,0.0674,512920.22,3.34,13.12,0.0762,621897.47,3.69
VEH-08424,15.57,0.0642,483077.54,3.77,14.92,0.067,545327.8,4.42
VEH-08425,10.56,0.0947,1151392.42,4.73,9.09,0.11,1286805.76,5.52
VEH-08426,16.93,0.0591,137886.32,2.51,15.47,0.0646,160982.8,2.96
VEH-08427,17.3,0.0578,263838.43,2.46,16.17,0.0618,303080.87,2.69
VEH-08428,16.75,0.0597,353088.16,2.89,15.16,0.066,432576.44,3.38
VEH-08429,15.15,0.066,393698.86,3.31,14.37,0.0696,450813.94,3.88
VEH-08430,15.01,0.0666,443039.16,3.27,13.05,0.0766,553240.53,3.88
VEH-08431,16.4,0.061,392775.65,3.2,15.44,0.0648,454015.15,3.49
VEH-08432,13.87,0.0721,642719.77,3.79,12.39,0.0807,798570.86,4.12
VEH-08433,16.31,0.0613,190935.32,2.46,15.7,0.0637,206212.45,2.84
VEH-08434,11.6,0.0862,1088143.74,4.67,10.56,0.0947,1319071.9,5.22
VEH-08435,13.7,0.073,603504.1,3.31,12.04,0.0831,664135.31,3.83
VEH-08436,18.15,0.0551,260272.44,2.56,16.53,0.0605,319275.23,3.0
VEH-08437,13.37,0.0748,530583.19,3.18,12.0,0.0833,642026.41,3.6
VEH-08438,13.5,0.0741,600244.04,3.52,12.81,0.0781,653726.25,4.04
VEH-08439,15.3,0.0654,247694.52,2.75,14.74,0.0678,309518.31,2.96
VEH-08440,15.61,0.0641,347873.21,3.15,13.87,0.0721,407923.71,3.64
VEH-08441,14.84,0.0674,385633.52,3.05,13.75,0.0727,478896.15,3.45
VEH-08442,16.51,0.0606,340809.83,2.71,15.06,0.0664,376312.98,2.98
VEH-08443,16.76,0.0597,267086.65,2.71,15.18,0.0659,315612.03,3.24
VEH-08444,14.06,0.0711,455863.63,3.41,12.82,0.078,547108.86,3.76
VEH-08445,16.36,0.0611,192263.17,2.5,15.03,0.0665,235803.32,2.97
VEH-08446,14.87,0.0672,522304.53,3.31,14.03,0.0713,569714.63,3.82
VEH-08447,13.18,0.0759,525940.85,3.24,11.93,0.0838,623541.25,3.54
VEH-08448,16.95,0.059,302048.19,3.2,16.27,0.0615,348329.04,3.5
VEH-08449,14.4,0.0694,616857.18,3.97,12.48,0.0801,759996.73,4.74
VEH-08450,17.42,0.0574,83554.48,1.94,16.25,0.0615,102627.9,2.32
VEH-08451,14.71,0.068,355280.0,2.94,14.2,0.0704,428331.63,3.11
VEH-08452,16.4,0.061,344427.14,2.7,15.46,0.0647,404723.53,3.08
VEH-08453,15.23,0.0657,398807.53,2.64,13.35,0.0749,446402.07,2.86
VEH-08454,11.21,0.0892,1187291.86,5.22,9.31,0.1074,1317080.3,5.86
VEH-08455,17.19,0.0582,120150.16,2.22,16.14,0.062,148133.9,2.54
VEH-08456,14.45,0.0692,354983.76,3.21,13.17,0.0759,437186.6,3.45
VEH-08457,16.1,0.0621,313954.31,2.82,14.42,0.0693,357870.26,3.34
VEH-08458,15.94,0.0627,443693.22,3.1,14.82,0.0675,500110.2,3.56
VEH-08459,14.6,0.0685,437413.06,3.04,13.68,0.0731,480170.6,3.49
VEH-08460,18.7,0.0535,172294.8,2.27,17.76,0.0563,193883.13,2.39
VEH-08461,16.91,0.0591,236210.52,2.39,15.22,0.0657,266928.03,2.63
VEH-08462,15.27,0.0655,296616.24,2.63,13.88,0.072,351992.9,3.15
VEH-08463,16.89,0.0592,352734.42,3.07,15.19,0.0658,421076.23,3.68
VEH-08464,20.0,0.05,28997.47,1.8,18.03,0.0555,34038.59,1.97
VEH-08465,15.14,0.0661,351526.3,2.93,13.29,0.0752,395509.19,3.21
VEH-08466,11.16,0.0896,864327.78,3.71,9.47,0.1056,1069040.96,3.99
VEH-08467,18.68,0.0535,227176.41,2.59,18.15,0.0551,251602.12,2.85
VEH-08468,15.47,0.0646,488522.16,3.59,14.01,0.0714,533229.03,3.96
VEH-08469,13.2,0.0758,520513.33,3.18,11.3,0.0885,650188.96,3.42
VEH-08470,16.92,0.0591,262477.35,2.64,15.72,0.0636,284368.34,2.86
VEH-08471,18.83,0.0531,205823.5,2.61,17.84,0.0561,245721.01,3.08
VEH-08472,16.95,0.059,314841.53,3.14,16.0,0.0625,356855.63,3.59
VEH-08473,16.6,0.0602,225263.84,2.78,15.98,0.0626,280980.19,3.28
VEH-08474,15.69,0.0637,171371.56,2.35,14.01,0.0714,195208.68,2.71
VEH-08475,18.65,0.0536,180197.89,2.6,17.06,0.0586,220113.85,2.75
VEH-08476,15.35,0.0651,439984.22,3.18,14.25,0.0702,499055.48,3.34
VEH-08477,16.35,0.0612,315698.82,2.9,15.75,0.0635,363787.97,3.48
VEH-08478,16.4,0.061,327201.29,3.13,15.73,0.0636,390610.29,3.52
VEH-08479,14.93,0.067,440199.83,3.23,14.19,0.0705,538204.75,3.79
VEH-08480,17.13,0.0584,168982.12,2.55,15.94,0.0627,204725.88,2.9
VEH-08481,17.77,0.0563,144975.94,2.35,16.86,0.0593,167623.87,2.77
VEH-08482,13.44,0.0744,630585.53,3.4,12.29,0.0814,691978.93,3.64
VEH-08483,15.16,0.066,527983.72,3.37,14.11,0.0709,591191.77,3.73
VEH-08484,19.33,0.0517,167649.34,2.06,18.34,0.0545,183250.18,2.33
VEH-08485,18.42,0.0543,166023.21,2.32,17.47,0.0572,202685.73,2.69
VEH-08486,12.71,0.0787,666981.88,3.66,11.51,0.0869,810512.72,4.31
VEH-08487,12.89,0.0776,785376.83,4.21,11.06,0.0904,930017.08,4.6
VEH-08488,14.34,0.0697,453577.78,3.17,13.2,0.0758,551413.98,3.49
VEH-08489,17.88,0.0559,129774.36,2.33,15.96,0.0627,155624.54,2.55
VEH-08490,15.15,0.066,463115.6,3.38,13.75,0.0727,501261.7,3.9
VEH-08491,17.81,0.0561,140838.43,2.17,17.15,0.0583,158503.0,2.53
VEH-08492,16.28,0.0614,208604.55,2.54,15.25,0.0656,230681.1,2.92
VEH-08493,13.33,0.075,516785.45,3.24,11.83,0.0845,619483.12,3.85
VEH-08494,14.44,0.0693,373764.89,2.88,12.93,0.0773,450885.05,3.24
VEH-08495,14.82,0.0675,372166.15,3.04,12.91,0.0775,434160.81,3.28
VEH-08496,12.56,0.0796,927886.2,4.45,11.77,0.085,1021809.71,5.23
VEH-08497,13.39,0.0747,695508.64,4.29,12.64,0.0791,863355.83,5.11
VEH-08498,14.76,0.0678,580254.98,4.13,13.49,0.0741,692930.78,4.47
VEH-08499,16.04,0.0623,346141.18,3.45,14.55,0.0687,413723.77,4.04
VEH-08500,15.52,0.0644,294508.84,2.99,14.39,0.0695,336928.85,3.3
VEH-08501,15.35,0.0651,514610.98,3.08,14.12,0.0708,599227.4,3.24
VEH-08502,14.2,0.0704,654674.07,3.59,13.27,0.0754,799722.62,4.14
VEH-08503,17.5,0.0571,276633.96,3.01,15.86,0.0631,313870.4,3.2
VEH-08504,12.74,0.0785,581075.76,3.4,11.55,0.0866,627827.36,4.03
VEH-08505,17.29,0.0578,195056.53,2.53,15.94,0.0627,217416.84,2.8
VEH-08506,15.13,0.0661,346297.62,2.95,14.27,0.0701,406818.79,3.44
VEH-08507,14.41,0.0694,565899.25,3.36,13.81,0.0724,632068.4,3.73
VEH-08508,11.34,0.0882,1034387.49,4.42,9.8,0.102,1242870.87,4.9
VEH-08509,18.45,0.0542,115352.0,2.31,17.59,0.0569,127492.67,2.58
VEH-08510,14.46,0.0692,402818.83,2.95,13.45,0.0743,475702.75,3.49
VEH-08511,17.19,0.0582,313088.96,2.53,16.49,0.0606,344906.85,2.76
VEH-08512,14.13,0.0708,456552.72,3.08,13.05,0.0766,549176.81,3.59
VEH-08513,16.01,0.0625,336789.35,2.57,14.67,0.0682,370586.93,2.94
VEH-08514,18.42,0.0543,171059.27,2.33,16.57,0.0604,213714.96,2.51
VEH-08515,15.65,0.0639,330926.58,2.65,14.83,0.0674,389199.5,3.06
VEH-08516,18.81,0.0532,115531.27,2.41,17.58,0.0569,131735.81,2.63
VEH-08517,8.62,0.116,1757363.96,5.09,8.04,0.1244,1972178.25,5.45
VEH-08518,14.77,0.0677,439342.48,3.4,14.26,0.0701,532263.94,3.78
VEH-08519,14.11,0.0709,685378.54,3.78,13.08,0.0765,782421.7,4.08
VEH-08520,15.11,0.0662,443435.27,3.29,13.43,0.0745,485125.88,3.66
VEH-08521,15.28,0.0654,333812.3,3.21,14.7,0.068,398195.22,3.41
VEH-08522,17.04,0.0587,277364.79,2.82,15.7,0.0637,321418.96,3.31
VEH-08523,16.18,0.0618,421490.88,3.09,15.04,0.0665,522663.51,3.33
VEH-08524,13.11,0.0763,679484.5,3.91,12.22,0.0818,809471.97,4.62
VEH-08525,18.81,0.0532,197323.33,2.21,17.47,0.0572,219040.73,2.53
VEH-08526,15.07,0.0664,252971.97,2.34,13.24,0.0755,295610.97,2.54
VEH-08527,15.8,0.0633,502005.82,3.17,13.97,0.0716,595722.41,3.57
VEH-08528,11.13,0.0898,1110861.05,4.76,10.24,0.0977,1249875.38,5.14
VEH-08529,10.58,0.0945,1219825.83,4.77,8.64,0.1157,1460022.31,5.52
VEH-08530,11.99,0.0834,826339.58,4.02,10.22,0.0978,1002254.33,4.78
VEH-08531,14.5,0.069,503322.05,3.36,13.44,0.0744,544924.84,3.62
VEH-08532,17.43,0.0574,200270.97,2.51,16.26,0.0615,223931.39,2.65
VEH-08533,16.21,0.0617,275103.53,2.77,15.49,0.0646,318035.19,2.95
VEH-08534,16.61,0.0602,246623.33,2.61,15.3,0.0654,292456.64,2.95
VEH-08535,16.5,0.0606,263489.36,2.7,15.74,0.0635,294814.68,2.94
VEH-08536,16.07,0.0622,255634.95,2.71,15.42,0.0649,313840.8,3.04
VEH-08537,8.4,0.119,1698038.2,5.07,6.85,0.146,1894120.43,5.35
VEH-08538,17.13,0.0584,447456.44,3.49,15.28,0.0654,547400.77,4.12
VEH-08539,15.65,0.0639,298384.2,2.66,14.17,0.0706,345237.14,3.1
VEH-08540,14.96,0.0668,477212.92,3.23,14.43,0.0693,522898.38,3.8
VEH-08541,18.04,0.0554,164088.69,2.41,16.96,0.059,196441.88,2.81
VEH-08542,15.87,0.063,473912.64,3.29,14.56,0.0687,566200.33,3.77
VEH-08543,15.5,0.0645,267619.4,2.55,13.79,0.0725,308937.54,2.73
VEH-08544,12.33,0.0811,964495.79,4.71,11.18,0.0894,1058535.89,5.09
VEH-08545,16.04,0.0623,429403.88,3.34,14.13,0.0708,471180.21,3.95
