vehicle_id,maintenance_date,downtime_days,predicted_downtime,next_service_date
VEH-08243,2022-04-22,0.7,4.34,2022-07-21
VEH-08244,2024-11-21,10.9,10.81,2025-02-19
VEH-08244,2022-05-20,10.8,10.81,2022-08-18
VEH-08246,2022-01-07,14.3,11.9,2022-04-07
VEH-08246,2022-02-10,9.4,11.9,2022-05-11
VEH-08246,2023-10-05,8.0,11.9,2024-01-03
VEH-08247,2023-01-25,3.1,5.51,2023-04-25
VEH-08248,2023-07-19,10.9,9.33,2023-10-17
VEH-08249,2023-12-20,12.7,9.45,2024-03-19
VEH-08249,2024-04-11,6.6,9.45,2024-07-10
VEH-08249,2024-11-23,7.4,9.45,2025-02-21
VEH-08250,2023-01-31,1.9,4.92,2023-05-01
VEH-08251,2024-11-10,12.9,10.31,2025-02-08
VEH-08253,2023-10-13,11.2,4.61,2024-01-11
VEH-08253,2022-06-18,4.0,4.61,2022-09-16
VEH-08253,2024-10-06,1.6,4.61,2025-01-04
VEH-08254,2023-08-14,13.8,6.52,2023-11-12
VEH-08254,2022-04-05,1.1,6.52,2022-07-04
VEH-08254,2022-11-16,5.8,6.52,2023-02-14
VEH-08255,2022-06-19,3.8,5.85,2022-09-17
VEH-08256,2024-04-28,8.6,11.41,2024-07-27
VEH-08256,2022-11-23,12.4,11.41,2023-02-21
VEH-08256,2024-11-15,9.7,11.41,2025-02-13
VEH-08258,2022-06-02,14.6,8.85,2022-08-31
VEH-08258,2022-07-19,3.1,8.85,2022-10-17
VEH-08259,2022-07-19,10.6,6.4,2022-10-17
VEH-08259,2023-11-20,2.1,6.4,2024-02-18
VEH-08263,2024-01-27,8.2,6.99,2024-04-26
VEH-08263,2022-03-31,5.7,6.99,2022-06-29
VEH-08264,2022-02-11,1.5,4.73,2022-05-12
VEH-08265,2023-09-20,10.7,11.2,2023-12-19
VEH-08265,2023-12-28,11.8,11.2,2024-03-27
VEH-08266,2024-01-12,4.3,5.91,2024-04-11
VEH-08266,2024-03-31,7.4,5.91,2024-06-29
VEH-08267,2022-07-06,1.9,2.93,2022-10-04
VEH-08267,2022-11-08,3.7,2.93,2023-02-06
VEH-08268,2023-11-20,8.5,12.59,2024-02-18
VEH-08268,2024-12-12,11.9,12.59,2025-03-12
VEH-08268,2023-04-24,12.7,12.59,2023-07-23
VEH-08270,2023-05-14,7.0,7.42,2023-08-12
VEH-08271,2024-03-05,9.3,8.55,2024-06-03
VEH-08272,2024-12-19,11.3,6.6,2025-03-19
VEH-08272,2024-08-30,1.8,6.6,2024-11-28
VEH-08273,2024-08-13,14.9,11.29,2024-11-11
VEH-08274,2024-04-05,7.9,7.86,2024-07-04
VEH-08275,2024-11-13,9.8,8.31,2025-02-11
VEH-08275,2023-01-28,6.8,8.31,2023-04-28
VEH-08276,2022-05-08,9.2,8.5,2022-08-06
VEH-08277,2022-02-13,1.4,7.01,2022-05-14
VEH-08277,2022-06-09,12.1,7.01,2022-09-07
VEH-08277,2023-10-12,8.2,7.01,2024-01-10
VEH-08278,2024-05-23,3.6,5.75,2024-08-21
VEH-08279,2022-03-29,11.1,8.46,2022-06-27
VEH-08279,2024-01-30,5.8,8.46,2024-04-29
VEH-08281,2022-07-30,9.5,8.64,2022-10-28
VEH-08283,2024-12-02,13.5,10.24,2025-03-02
VEH-08283,2022-12-02,14.1,10.24,2023-03-02
VEH-08283,2022-05-20,0.7,10.24,2022-08-18
VEH-08284,2024-03-27,4.0,8.12,2024-06-25
VEH-08284,2023-07-13,12.2,8.12,2023-10-11
VEH-08285,2024-08-29,3.7,5.8,2024-11-27
VEH-08286,2023-09-17,1.2,4.7,2023-12-16
VEH-08286,2024-10-25,6.5,4.7,2025-01-23
VEH-08286,2024-10-29,9.3,4.7,2025-01-27
VEH-08287,2024-03-10,1.3,4.63,2024-06-08
VEH-08288,2022-07-23,3.7,5.8,2022-10-21
VEH-08289,2022-09-09,13.3,10.5,2022-12-08
VEH-08290,2023-03-04,1.6,4.78,2023-06-02
VEH-08291,2023-06-21,13.6,10.65,2023-09-19
VEH-08292,2023-07-05,12.9,10.31,2023-10-03
VEH-08293,2022-05-10,12.1,9.92,2022-08-08
VEH-08295,2023-08-21,4.6,5.59,2023-11-19
VEH-08295,2022-02-07,4.5,5.59,2022-05-08
VEH-08295,2023-02-13,9.7,5.59,2023-05-14
VEH-08296,2022-12-06,6.1,6.4,2023-03-06
VEH-08296,2022-05-19,6.6,6.4,2022-08-17
VEH-08297,2024-08-04,9.8,14.49,2024-11-02
VEH-08297,2024-02-21,14.3,14.49,2024-05-21
VEH-08297,2023-08-02,12.9,14.49,2023-10-31
VEH-08299,2024-06-19,4.7,6.29,2024-09-17
VEH-08300,2022-03-06,7.0,7.42,2022-06-04
VEH-08301,2022-04-14,13.1,13.47,2022-07-13
VEH-08301,2022-10-30,15.0,13.47,2023-01-28
VEH-08301,2023-07-11,6.8,13.47,2023-10-09
VEH-08302,2022-05-06,14.1,6.07,2022-08-04
VEH-08302,2024-10-17,5.1,6.07,2025-01-15
VEH-08302,2022-04-04,0.6,6.07,2022-07-03
VEH-08303,2022-12-23,4.8,6.34,2023-03-23
VEH-08304,2022-06-21,14.5,11.09,2022-09-19
VEH-08305,2023-03-20,5.4,9.21,2023-06-18
VEH-08305,2024-07-05,9.8,9.21,2024-10-03
VEH-08305,2023-04-25,11.0,9.21,2023-07-24
VEH-08306,2024-08-04,10.8,9.28,2024-11-02
VEH-08307,2024-11-15,8.9,8.35,2025-02-13
VEH-08308,2023-11-22,14.2,12.08,2024-02-20
VEH-08308,2023-02-21,10.1,12.08,2023-05-22
VEH-08309,2022-12-05,8.3,7.43,2023-03-05
VEH-08309,2024-07-04,6.5,7.43,2024-10-02
VEH-08311,2024-09-11,6.0,6.85,2024-12-10
VEH-08311,2023-07-22,7.6,6.85,2023-10-20
VEH-08312,2024-02-02,10.2,12.03,2024-05-02
VEH-08312,2023-09-17,14.0,12.03,2023-12-16
VEH-08313,2024-08-28,5.5,3.47,2024-11-26
VEH-08313,2024-03-07,1.2,3.47,2024-06-05
VEH-08314,2023-07-08,13.7,10.7,2023-10-06
VEH-08315,2024-12-09,8.3,5.73,2025-03-09
VEH-08315,2023-07-31,4.9,5.73,2023-10-29
VEH-08315,2024-05-14,5.9,5.73,2024-08-12
VEH-08316,2023-02-02,11.3,10.57,2023-05-03
VEH-08316,2023-08-24,9.9,10.57,2023-11-22
VEH-08317,2022-12-18,3.1,5.51,2023-03-18
VEH-08318,2023-04-26,5.3,4.98,2023-07-25
VEH-08318,2023-04-06,4.5,4.98,2023-07-05
VEH-08320,2024-12-08,9.4,8.59,2025-03-08
VEH-08321,2023-05-14,3.3,5.61,2023-08-12
VEH-08322,2023-12-27,4.1,6.0,2024-03-26
VEH-08323,2024-03-09,3.1,5.51,2024-06-07
VEH-08324,2024-05-20,14.3,10.99,2024-08-18
VEH-08325,2024-07-04,7.1,8.33,2024-10-02
VEH-08325,2022-01-16,6.7,8.33,2022-04-16
VEH-08325,2023-10-03,10.6,8.33,2024-01-01
VEH-08326,2024-10-28,5.2,10.82,2025-01-26
VEH-08326,2023-10-19,11.2,10.82,2024-01-17
VEH-08326,2022-06-18,13.1,10.82,2022-09-16
VEH-08327,2024-02-15,12.7,10.21,2024-05-15
VEH-08328,2022-12-09,10.2,8.99,2023-03-09
VEH-08329,2023-03-07,9.5,8.64,2023-06-05
VEH-08330,2022-09-05,11.4,8.9,2022-12-04
VEH-08330,2022-02-14,6.4,8.9,2022-05-15
VEH-08331,2022-10-23,1.5,4.73,2023-01-21
VEH-08333,2024-02-12,9.5,4.51,2024-05-12
VEH-08333,2022-05-19,4.9,4.51,2022-08-17
VEH-08333,2023-01-17,2.2,4.51,2023-04-17
VEH-08334,2023-11-11,1.6,5.28,2024-02-09
VEH-08334,2024-05-29,8.8,5.28,2024-08-27
VEH-08335,2023-07-25,0.9,3.12,2023-10-23
VEH-08335,2023-02-07,5.1,3.12,2023-05-08
VEH-08336,2022-05-06,4.6,5.91,2022-08-04
VEH-08336,2023-07-17,7.1,5.91,2023-10-15
VEH-08337,2023-03-12,5.7,6.78,2023-06-10
VEH-08338,2023-07-07,14.9,9.54,2023-10-05
VEH-08338,2022-02-22,4.2,9.54,2022-05-23
VEH-08339,2023-02-10,2.7,4.94,2023-05-11
VEH-08339,2024-01-14,7.0,4.94,2024-04-13
VEH-08340,2023-04-23,8.9,8.52,2023-07-22
VEH-08340,2023-11-22,7.8,8.52,2024-02-20
VEH-08340,2023-01-22,8.1,8.52,2023-04-22
VEH-08342,2023-11-19,11.2,6.99,2024-02-17
VEH-08342,2024-03-14,2.7,6.99,2024-06-12
VEH-08344,2023-12-04,10.2,8.28,2024-03-03
VEH-08344,2024-02-20,2.0,8.28,2024-05-20
VEH-08344,2022-09-13,12.1,8.28,2022-12-12
VEH-08345,2023-10-19,10.8,9.28,2024-01-17
VEH-08346,2024-02-06,3.6,5.75,2024-05-06
VEH-08347,2024-11-05,0.9,4.43,2025-02-03
VEH-08348,2024-12-15,6.5,9.1,2025-03-15
VEH-08348,2022-09-09,11.7,9.1,2022-12-08
VEH-08349,2024-09-16,9.1,5.96,2024-12-15
VEH-08349,2022-06-27,2.7,5.96,2022-09-25
VEH-08350,2023-10-12,4.7,6.29,2024-01-10
VEH-08352,2023-07-09,9.0,8.4,2023-10-07
VEH-08353,2022-07-21,4.6,6.81,2022-10-19
VEH-08353,2022-06-12,13.3,6.81,2022-09-10
VEH-08353,2024-04-29,3.4,6.81,2024-07-28
VEH-08354,2023-09-19,14.1,10.32,2023-12-18
VEH-08354,2022-11-30,6.6,10.32,2023-02-28
VEH-08355,2022-07-14,8.0,7.91,2022-10-12
VEH-08357,2024-08-10,4.1,3.08,2024-11-08
VEH-08357,2024-12-03,1.8,3.08,2025-03-03
VEH-08358,2023-07-26,3.7,5.8,2023-10-24
VEH-08359,2023-03-22,12.9,10.47,2023-06-20
VEH-08359,2023-08-08,8.1,10.47,2023-11-06
VEH-08360,2024-11-24,9.7,8.74,2025-02-22
VEH-08361,2024-07-20,0.9,4.43,2024-10-18
VEH-08362,2024-05-05,4.7,8.77,2024-08-03
VEH-08362,2023-03-24,10.4,8.77,2023-06-22
VEH-08362,2023-02-06,10.2,8.77,2023-05-07
VEH-08363,2022-07-31,8.2,10.81,2022-10-29
VEH-08363,2024-08-29,13.5,10.81,2024-11-27
VEH-08366,2022-04-25,4.5,3.27,2022-07-24
VEH-08366,2022-10-30,1.8,3.27,2023-01-28
VEH-08367,2022-11-02,8.2,5.72,2023-01-31
VEH-08367,2024-04-10,3.1,5.72,2024-07-09
VEH-08368,2023-07-01,9.0,11.15,2023-09-29
VEH-08368,2023-08-28,13.4,11.15,2023-11-26
VEH-08369,2022-04-11,10.9,5.54,2022-07-10
VEH-08369,2023-11-20,0.7,5.54,2024-02-18
VEH-08369,2023-05-16,7.1,5.54,2023-08-14
VEH-08370,2024-07-03,7.9,6.5,2024-10-01
VEH-08370,2023-12-30,5.0,6.5,2024-03-29
VEH-08371,2023-06-03,13.1,8.9,2023-09-01
VEH-08371,2023-08-29,4.7,8.9,2023-11-27
VEH-08372,2022-02-16,13.7,14.1,2022-05-17
VEH-08372,2022-10-04,13.0,14.1,2023-01-02
VEH-08372,2023-04-27,9.5,14.1,2023-07-26
VEH-08373,2022-01-27,12.5,7.09,2022-04-27
VEH-08373,2023-08-30,1.6,7.09,2023-11-28
VEH-08374,2023-06-21,12.7,10.71,2023-09-19
VEH-08374,2024-08-18,8.8,10.71,2024-11-16
VEH-08376,2023-06-16,0.8,7.09,2023-09-14
VEH-08376,2022-02-18,13.3,7.09,2022-05-19
VEH-08377,2023-03-24,11.8,11.7,2023-06-22
VEH-08377,2023-09-18,12.5,11.7,2023-12-17
VEH-08377,2022-01-07,7.0,11.7,2022-04-07
VEH-08378,2022-02-21,2.2,4.51,2022-05-22
VEH-08378,2022-10-01,1.8,4.51,2022-12-30
VEH-08378,2023-09-03,12.6,4.51,2023-12-02
VEH-08380,2023-12-16,13.2,8.82,2024-03-15
VEH-08380,2023-11-23,11.3,8.82,2024-02-21
VEH-08380,2022-04-17,0.9,8.82,2022-07-16
VEH-08381,2023-10-16,6.0,8.71,2024-01-14
VEH-08381,2023-02-05,11.4,8.71,2023-05-06
VEH-08382,2023-03-25,9.1,8.45,2023-06-23
VEH-08383,2024-08-27,7.0,7.42,2024-11-25
VEH-08384,2024-07-26,8.6,10.96,2024-10-24
VEH-08384,2024-01-23,13.4,10.96,2024-04-22
VEH-08385,2024-03-18,2.4,5.17,2024-06-16
VEH-08386,2022-01-16,5.7,6.78,2022-04-16
VEH-08387,2022-08-23,6.2,5.93,2022-11-21
VEH-08387,2022-10-01,1.6,5.93,2022-12-30
VEH-08387,2024-01-12,11.7,5.93,2024-04-11
VEH-08388,2024-04-10,6.1,6.98,2024-07-09
VEH-08389,2022-10-07,7.6,6.32,2023-01-05
VEH-08389,2023-06-02,7.9,6.32,2023-08-31
VEH-08389,2024-06-30,4.8,6.32,2024-09-28
VEH-08390,2022-04-02,12.4,8.95,2022-07-01
VEH-08390,2024-04-17,5.5,8.95,2024-07-16
VEH-08391,2024-09-20,8.0,7.91,2024-12-19
VEH-08392,2022-10-23,5.6,6.73,2023-01-21
VEH-08393,2024-08-21,4.7,6.29,2024-11-19
VEH-08394,2022-12-06,6.5,5.83,2023-03-06
VEH-08394,2023-11-10,2.0,5.83,2024-02-08
VEH-08394,2024-12-21,10.8,5.83,2025-03-21
VEH-08395,2022-01-12,3.5,3.27,2022-04-12
VEH-08395,2022-10-02,2.8,3.27,2022-12-31
VEH-08397,2023-12-21,2.2,6.21,2024-03-20
VEH-08397,2023-06-14,10.1,6.21,2023-09-12
VEH-08398,2023-07-26,6.9,7.37,2023-10-24
VEH-08400,2022-03-13,0.7,4.34,2022-06-11
VEH-08401,2022-10-01,13.2,11.35,2022-12-30
VEH-08401,2023-12-08,9.6,11.35,2024-03-07
VEH-08402,2022-09-11,7.0,6.07,2022-12-10
VEH-08402,2024-09-10,1.4,6.07,2024-12-09
VEH-08402,2024-12-02,11.4,6.07,2025-03-02
VEH-08403,2023-04-24,4.3,11.07,2023-07-23
VEH-08403,2022-12-09,13.5,11.07,2023-03-09
VEH-08403,2024-07-30,12.2,11.07,2024-10-28
VEH-08405,2022-05-25,13.8,10.75,2022-08-23
VEH-08406,2024-09-13,2.4,5.17,2024-12-12
VEH-08408,2023-11-13,11.8,9.77,2024-02-11
VEH-08409,2024-03-24,10.0,8.89,2024-06-22
VEH-08410,2022-04-28,9.2,8.5,2022-07-27
VEH-08411,2022-10-17,10.3,9.03,2023-01-15
VEH-08412,2024-11-24,8.1,5.47,2025-02-22
VEH-08412,2024-08-13,2.7,5.47,2024-11-11
VEH-08413,2023-12-15,14.7,11.19,2024-03-14
VEH-08414,2023-10-10,5.3,6.59,2024-01-08
VEH-08415,2022-07-13,8.0,7.91,2022-10-11
VEH-08416,2024-12-23,14.2,10.94,2025-03-23
VEH-08417,2023-08-22,11.6,9.67,2023-11-20
VEH-08418,2022-01-03,9.0,6.55,2022-04-03
VEH-08418,2022-12-16,4.0,6.55,2023-03-16
VEH-08419,2022-10-03,7.7,7.76,2023-01-01
VEH-08420,2022-03-09,9.0,8.4,2022-06-07
VEH-08423,2024-01-18,3.9,4.74,2024-04-17
VEH-08423,2024-03-16,5.4,4.74,2024-06-14
VEH-08424,2023-04-19,8.2,10.42,2023-07-18
VEH-08424,2022-03-17,12.7,10.42,2022-06-15
VEH-08426,2022-11-05,11.5,13.06,2023-02-03
VEH-08426,2022-03-05,14.8,13.06,2022-06-03
VEH-08427,2022-02-06,2.2,5.07,2022-05-07
VEH-08428,2023-07-22,10.1,8.94,2023-10-20
VEH-08429,2023-10-03,14.0,10.85,2024-01-01
VEH-08430,2024-01-17,2.3,5.12,2024-04-16
VEH-08431,2022-11-25,2.0,4.97,2023-02-23
VEH-08432,2023-04-07,10.0,8.89,2023-07-06
VEH-08433,2023-04-21,1.1,4.01,2023-07-20
VEH-08433,2022-11-19,6.7,4.01,2023-02-17
VEH-08434,2022-01-28,11.9,10.03,2022-04-28
VEH-08434,2022-08-30,8.2,10.03,2022-11-28
VEH-08435,2023-10-06,13.4,10.73,2024-01-04
VEH-08435,2023-11-19,4.5,10.73,2024-02-17
VEH-08435,2023-06-02,11.4,10.73,2023-08-31
VEH-08436,2022-06-14,4.2,6.05,2022-09-12
VEH-08437,2023-11-24,3.2,5.56,2024-02-22
VEH-08438,2024-09-04,3.8,4.69,2024-12-03
VEH-08438,2023-12-07,5.4,4.69,2024-03-06
VEH-08439,2024-11-14,9.3,8.55,2025-02-12
VEH-08440,2024-03-24,6.8,9.94,2024-06-22
VEH-08440,2022-01-17,10.4,9.94,2022-04-17
VEH-08440,2022-07-18,10.5,9.94,2022-10-16
VEH-08441,2023-11-19,8.0,7.91,2024-02-17
VEH-08442,2024-04-16,4.5,6.2,2024-07-15
VEH-08443,2022-12-24,8.9,8.35,2023-03-24
VEH-08444,2023-06-05,9.4,10.76,2023-09-03
VEH-08444,2024-11-23,12.2,10.76,2025-02-21
VEH-08445,2024-12-13,8.6,8.2,2025-03-13
VEH-08446,2023-02-23,7.1,10.47,2023-05-24
VEH-08446,2022-09-17,13.9,10.47,2022-12-16
VEH-08447,2022-03-15,11.9,8.36,2022-06-13
VEH-08447,2022-03-13,4.8,8.36,2022-06-11
VEH-08448,2023-01-16,12.9,10.31,2023-04-16
VEH-08450,2023-11-06,14.2,10.94,2024-02-04
VEH-08451,2022-03-05,0.8,1.46,2022-06-03
VEH-08451,2022-02-24,1.8,1.46,2022-05-25
VEH-08452,2023-02-21,10.2,12.34,2023-05-22
VEH-08452,2022-02-08,8.6,12.34,2022-05-09
VEH-08452,2022-10-18,13.8,12.34,2023-01-16
VEH-08453,2022-01-23,4.9,6.39,2022-04-23
VEH-08455,2023-10-15,2.8,5.36,2024-01-13
VEH-08456,2024-03-27,10.1,8.94,2024-06-25
VEH-08457,2022-12-25,3.9,7.78,2023-03-25
VEH-08457,2024-04-21,11.6,7.78,2024-07-20
VEH-08458,2023-06-06,4.8,4.25,2023-09-04
VEH-08458,2023-10-24,3.5,4.25,2024-01-22
VEH-08459,2024-01-01,7.2,6.36,2024-03-31
VEH-08459,2023-04-17,5.4,6.36,2023-07-16
VEH-08460,2022-09-16,10.6,7.33,2022-12-15
VEH-08460,2023-10-15,4.0,7.33,2024-01-13
VEH-08461,2023-01-26,6.0,8.62,2023-04-26
VEH-08461,2022-01-03,6.4,8.62,2022-04-03
VEH-08461,2024-11-20,12.6,8.62,2025-02-18
VEH-08462,2023-02-26,5.4,7.92,2023-05-27
VEH-08462,2022-04-11,10.4,7.92,2022-07-10
VEH-08463,2024-09-18,4.5,6.2,2024-12-17
VEH-08466,2024-08-03,14.9,16.35,2024-11-01
VEH-08466,2022-10-27,14.3,16.35,2023-01-25
VEH-08466,2022-05-17,11.6,16.35,2022-08-15
VEH-08467,2022-10-19,11.1,3.48,2023-01-17
VEH-08467,2022-10-25,1.6,3.48,2023-01-23
VEH-08467,2022-07-18,1.8,3.48,2022-10-16
VEH-08470,2022-07-31,11.9,14.25,2022-10-29
VEH-08470,2023-08-06,11.7,14.25,2023-11-04
VEH-08470,2024-04-29,12.9,14.25,2024-07-28
VEH-08471,2023-02-03,1.4,4.68,2023-05-04
VEH-08473,2024-06-08,13.2,11.21,2024-09-06
VEH-08473,2024-08-01,3.3,11.21,2024-10-30
VEH-08473,2022-01-19,13.8,11.21,2022-04-19
VEH-08474,2022-06-24,11.3,10.76,2022-09-22
VEH-08474,2023-09-28,10.3,10.76,2023-12-27
VEH-08475,2023-02-02,1.3,5.52,2023-05-03
VEH-08475,2023-06-23,9.6,5.52,2023-09-21
VEH-08477,2022-07-27,1.9,4.98,2022-10-25
VEH-08477,2023-07-11,7.9,4.98,2023-10-09
VEH-08478,2024-10-31,0.6,4.29,2025-01-29
VEH-08479,2022-02-18,6.4,8.36,2022-05-19
VEH-08479,2023-11-04,10.3,8.36,2024-02-02
VEH-08480,2023-08-05,4.6,9.05,2023-11-03
VEH-08480,2023-04-10,13.5,9.05,2023-07-09
VEH-08481,2023-03-04,8.5,5.67,2023-06-02
VEH-08481,2023-11-13,2.7,5.67,2024-02-11
VEH-08482,2023-03-30,8.7,8.25,2023-06-28
VEH-08483,2023-04-17,11.1,9.43,2023-07-16
VEH-08484,2024-02-04,9.8,8.79,2024-05-04
VEH-08485,2022-02-08,3.2,6.22,2022-05-09
VEH-08485,2023-10-27,13.4,6.22,2024-01-25
VEH-08485,2023-02-27,3.5,6.22,2023-05-28
VEH-08487,2024-09-16,14.3,10.99,2024-12-15
VEH-08488,2024-07-21,11.5,10.12,2024-10-19
VEH-08488,2024-01-17,8.8,10.12,2024-04-16
VEH-08489,2024-12-16,12.7,6.7,2025-03-16
VEH-08489,2023-09-15,0.6,6.7,2023-12-14
VEH-08490,2022-08-14,12.5,12.39,2022-11-12
VEH-08490,2024-11-02,8.1,12.39,2025-01-31
VEH-08490,2023-10-29,12.1,12.39,2024-01-27
VEH-08491,2024-09-10,1.0,4.5,2024-12-09
VEH-08491,2022-10-04,7.8,4.5,2023-01-02
VEH-08492,2023-06-04,14.5,11.09,2023-09-02
VEH-08493,2023-03-24,8.6,4.74,2023-06-22
VEH-08493,2024-03-04,0.7,4.74,2024-06-02
VEH-08494,2024-12-26,14.2,8.87,2025-03-26
VEH-08494,2024-01-25,2.0,8.87,2024-04-24
VEH-08494,2023-11-12,9.3,8.87,2024-02-10
VEH-08495,2022-11-05,0.9,4.54,2023-02-03
VEH-08495,2023-11-08,8.0,4.54,2024-02-06
VEH-08496,2024-08-20,11.9,9.82,2024-11-18
VEH-08497,2023-01-02,5.4,6.26,2023-04-02
VEH-08497,2022-04-14,7.0,6.26,2022-07-13
VEH-08499,2022-05-14,6.5,7.17,2022-08-12
VEH-08502,2022-04-04,1.5,4.73,2022-07-03
VEH-08503,2024-10-25,7.1,4.94,2025-01-23
VEH-08503,2022-07-19,2.6,4.94,2022-10-17
VEH-08504,2023-02-24,13.3,7.43,2023-05-25
VEH-08504,2023-02-01,1.5,7.43,2023-05-02
VEH-08506,2024-05-14,9.9,8.84,2024-08-12
VEH-08507,2022-02-28,13.8,12.18,2022-05-29
VEH-08507,2023-11-16,10.7,12.18,2024-02-14
VEH-08508,2024-01-08,2.5,5.22,2024-04-07
VEH-08509,2022-10-16,2.5,4.02,2023-01-14
VEH-08509,2023-07-19,3.2,4.02,2023-10-17
VEH-08509,2024-05-02,9.9,4.02,2024-07-31
VEH-08510,2023-07-16,2.6,1.72,2023-10-14
VEH-08510,2022-05-29,7.4,1.72,2022-08-27
VEH-08510,2023-07-01,0.9,1.72,2023-09-29
VEH-08512,2022-07-11,2.7,5.31,2022-10-09
VEH-08513,2022-03-10,11.9,9.82,2022-06-08
VEH-08514,2023-03-29,14.6,13.27,2023-06-27
VEH-08514,2023-09-19,9.5,13.27,2023-12-18
VEH-08514,2022-06-28,10.4,13.27,2022-09-26
VEH-08515,2023-04-30,7.4,7.62,2023-07-29
VEH-08517,2022-11-11,7.6,7.71,2023-02-09
VEH-08518,2023-07-03,13.4,10.55,2023-10-01
VEH-08519,2023-06-15,4.5,6.2,2023-09-13
VEH-08520,2024-12-26,0.8,4.38,2025-03-26
VEH-08522,2024-10-03,7.9,3.04,2025-01-01
VEH-08522,2024-04-26,4.2,3.04,2024-07-25
VEH-08522,2023-12-16,1.5,3.04,2024-03-15
VEH-08523,2024-06-14,3.8,3.91,2024-09-12
VEH-08523,2022-03-01,3.8,3.91,2022-05-30
VEH-08524,2023-08-02,10.5,7.64,2023-10-31
VEH-08524,2022-09-20,3.8,7.64,2022-12-19
VEH-08524,2024-12-16,8.7,7.64,2025-03-16
VEH-08525,2023-04-08,12.9,11.1,2023-07-07
VEH-08525,2022-01-09,9.4,11.1,2022-04-09
VEH-08526,2023-03-21,13.1,10.41,2023-06-19
VEH-08527,2024-05-19,11.0,9.38,2024-08-17
VEH-08528,2022-05-11,7.4,4.2,2022-08-09
VEH-08528,2023-12-17,0.8,4.2,2024-03-16
VEH-08529,2023-06-10,11.4,9.57,2023-09-08
VEH-08531,2024-09-06,10.4,8.56,2024-12-05
VEH-08531,2023-11-12,6.7,8.56,2024-02-10
VEH-08532,2023-07-16,3.5,5.13,2023-10-14
VEH-08532,2023-01-16,6.6,5.13,2023-04-16
VEH-08533,2024-01-08,9.2,4.36,2024-04-07
VEH-08533,2024-04-16,1.3,4.36,2024-07-15
VEH-08533,2023-07-24,5.8,4.36,2023-10-22
VEH-08534,2024-02-16,1.5,5.38,2024-05-16
VEH-08534,2024-07-22,9.1,5.38,2024-10-20
VEH-08535,2024-11-21,2.2,5.07,2025-02-19
VEH-08536,2024-06-06,4.6,6.24,2024-09-04
VEH-08537,2022-01-07,7.3,7.57,2022-04-07
VEH-08538,2024-09-03,1.7,6.27,2024-12-02
VEH-08538,2023-04-25,9.3,6.27,2023-07-24
VEH-08538,2023-05-14,9.2,6.27,2023-08-12
VEH-08539,2022-06-15,10.8,9.28,2022-09-13
VEH-08541,2023-12-03,14.8,11.24,2024-03-02
VEH-08542,2023-05-20,13.3,9.49,2023-08-18
VEH-08542,2022-12-25,5.7,9.49,2023-03-25
VEH-08543,2024-08-24,7.8,7.81,2024-11-22
VEH-08544,2024-12-15,1.5,4.59,2025-03-15
VEH-08544,2022-02-05,7.5,4.59,2022-05-06
VEH-08545,2022-03-22,1.4,4.68,2022-06-20
VEH-08546,2023-06-15,6.0,7.24,2023-09-13
VEH-08546,2023-09-18,8.4,7.24,2023-12-17
VEH-08547,2023-10-24,14.5,11.09,2024-01-22
VEH-08548,2023-09-09,9.7,8.74,2023-12-08
VEH-08549,2024-08-02,7.2,7.24,2024-10-31
VEH-08549,2024-06-08,7.2,7.24,2024-09-06
VEH-08550,2023-07-11,12.8,10.26,2023-10-09
VEH-08551,2022-05-08,2.0,4.4,2022-08-06
VEH-08551,2023-07-01,6.6,4.4,2023-09-29
VEH-08552,2023-07-16,12.6,6.22,2023-10-14
VEH-08552,2023-05-28,2.5,6.22,2023-08-26
VEH-08552,2024-10-26,5.0,6.22,2025-01-24
VEH-08553,2022-09-06,14.8,11.24,2022-12-05
VEH-08555,2022-05-25,4.2,6.05,2022-08-23
VEH-08556,2022-07-10,9.7,8.74,2022-10-08
VEH-08557,2022-05-04,12.8,10.26,2022-08-02
VEH-08558,2022-03-13,12.8,12.91,2022-06-11
VEH-08558,2023-02-20,13.2,12.91,2023-05-21
VEH-08559,2023-06-04,12.8,13.11,2023-09-02
VEH-08559,2023-05-27,13.6,13.11,2023-08-25
VEH-08560,2022-01-05,0.5,2.05,2022-04-05
VEH-08560,2022-03-02,3.3,2.05,2022-05-31
VEH-08561,2022-12-31,1.8,4.87,2023-03-31
VEH-08562,2023-03-09,10.2,8.99,2023-06-07
VEH-08563,2022-02-17,8.7,8.25,2022-05-18
VEH-08564,2024-02-05,9.2,8.5,2024-05-05
VEH-08565,2023-08-25,14.2,10.94,2023-11-23
VEH-08566,2022-07-09,2.0,8.13,2022-10-07
VEH-08566,2022-04-11,10.5,8.13,2022-07-10
VEH-08566,2024-04-12,11.5,8.13,2024-07-11
VEH-08567,2022-09-30,11.8,9.77,2022-12-29
VEH-08568,2024-09-11,1.5,1.46,2024-12-10
VEH-08568,2023-09-08,1.1,1.46,2023-12-07
VEH-08571,2024-10-17,6.1,7.94,2025-01-15
VEH-08571,2022-12-03,7.2,7.94,2023-03-03
VEH-08571,2022-08-25,10.3,7.94,2022-11-23
VEH-08572,2022-05-14,7.8,7.81,2022-08-12
VEH-08573,2024-10-18,7.4,10.03,2025-01-16
VEH-08573,2022-06-15,12.7,10.03,2022-09-13
