vehicle_id,now_incident_count,now_total_claim_amt_inr,now_total_downtime_inc_days,now_total_repair_cost_inr,future_incident_count,future_total_claim_amt_inr,future_total_downtime_inc_days,future_total_repair_cost_inr
VEH-08555,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08556,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08557,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08558,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08559,2,81808.35,3.6,57605.84,4,106312.24,4.2,72642.56
VEH-08560,1,35819.11,2.7,30945.41,3,41278.04,2.8,41431.67
VEH-08561,2,44923.0,1.5,71344.5,4,52126.36,2.1,95994.12
VEH-08562,2,33729.48,2.5,96385.73,4,43767.15,3.0,105922.75
VEH-08563,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08564,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08565,1,27479.8,1.0,13701.96,1,30232.87,1.3,17283.5
VEH-08566,1,57045.15,5.0,25005.35,3,69623.72,5.5,27562.06
VEH-08567,2,154275.02,9.3,106887.05,3,184312.5,9.9,116635.25
VEH-08568,2,42660.55,1.9,112001.31,3,50381.92,2.5,139088.36
VEH-08569,1,79098.96,2.6,29254.97,3,84212.89,3.5,38648.3
VEH-08570,2,118130.73,9.4,97254.6,2,125938.84,12.2,104486.03
VEH-08571,1,10834.46,2.0,43800.21,2,12999.3,2.5,47574.92
VEH-08572,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08573,1,71825.19,2.2,44255.85,2,85730.01,2.5,46656.6
VEH-08574,1,45777.52,2.5,22280.34,1,50635.65,3.5,29498.31
VEH-08575,1,64551.77,4.0,49343.89,3,78169.46,4.5,56860.82
VEH-08576,2,122986.38,7.8,108348.86,2,157433.65,10.4,130700.98
VEH-08577,1,10702.04,2.9,39141.17,2,11635.03,3.7,49742.81
VEH-08578,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08579,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08580,2,78332.51,5.1,67001.79,4,98141.23,6.1,86485.09
VEH-08581,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08582,3,218534.01,4.5,50319.74,4,253161.25,5.9,65029.43
VEH-08583,1,51510.23,3.2,45041.09,3,59095.33,3.6,54518.76
VEH-08584,2,135865.09,3.3,24541.32,3,171765.97,3.8,26251.01
VEH-08585,2,66272.53,5.8,117747.49,4,73926.85,6.4,157284.62
VEH-08586,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08587,1,64277.36,4.0,39154.89,2,69631.36,4.7,50802.14
VEH-08588,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08589,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08590,1,72706.28,3.0,22654.85,3,91686.71,3.3,27602.39
VEH-08591,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08592,1,51108.86,4.8,26980.61,2,60804.06,5.6,31227.63
VEH-08593,1,33292.13,2.3,59164.21,2,37303.39,2.7,67780.43
VEH-08594,3,121192.42,12.4,63784.87,4,143002.46,14.6,84906.92
VEH-08595,1,59339.8,2.2,40670.22,2,70577.84,2.7,54673.76
VEH-08596,5,184578.79,7.2,244949.84,6,195286.25,7.7,270240.34
VEH-08597,2,44020.93,2.1,34517.07,4,50029.55,2.8,44073.91
VEH-08598,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08599,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08600,2,72409.63,6.6,60390.15,3,82908.11,9.1,78294.36
VEH-08601,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08602,1,10015.24,0.6,25596.12,2,11794.46,0.7,34544.43
VEH-08603,1,7747.83,0.8,11466.06,3,8402.62,0.9,14680.01
VEH-08604,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08605,1,33315.61,4.1,29432.78,3,38300.47,5.0,32343.13
VEH-08606,2,93162.95,3.3,32954.7,4,118682.18,3.9,37184.88
VEH-08607,2,121506.07,7.5,30637.48,3,154245.77,10.3,39528.31
VEH-08608,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08609,1,57262.47,1.8,6366.48,3,68300.89,2.4,8285.11
VEH-08610,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08611,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08612,1,20952.74,3.4,45032.7,3,24973.06,4.3,53739.66
VEH-08613,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08614,1,77336.65,1.3,53657.42,2,97990.44,1.8,66986.15
VEH-08615,3,180426.53,5.9,26374.99,5,218143.74,8.0,28007.03
VEH-08616,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08617,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08618,1,43801.32,3.1,55949.8,2,48664.76,4.3,73833.82
VEH-08619,2,27834.1,2.0,116802.37,2,35315.98,2.4,130968.48
VEH-08620,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08621,1,67193.13,5.0,50611.88,3,85787.79,6.9,68085.35
VEH-08622,3,122173.99,5.0,10194.32,4,136352.36,6.9,11915.78
VEH-08623,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08624,1,78270.74,3.9,22434.97,3,89646.16,4.7,29916.59
VEH-08625,3,42631.38,2.6,138237.24,4,47681.84,3.0,173905.29
VEH-08626,2,67260.18,2.9,43856.31,4,74632.2,3.9,46098.71
VEH-08627,1,54205.24,0.9,57409.68,1,67627.05,1.1,63271.18
VEH-08628,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08629,5,252066.72,15.2,30756.06,5,279873.33,17.0,41031.41
VEH-08630,2,112271.57,7.2,35807.28,3,139044.21,8.7,43401.68
VEH-08631,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08632,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08633,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08634,4,72731.49,18.7,60457.15,5,81167.66,20.8,68841.14
VEH-08635,2,74406.82,4.1,99090.0,2,87533.01,5.6,127131.73
VEH-08636,4,78914.6,6.9,238831.19,6,96674.56,8.8,302233.88
VEH-08637,4,168537.46,10.8,98937.27,5,182579.96,13.2,109207.39
VEH-08638,1,18057.22,4.6,45117.66,1,18996.75,5.9,52328.81
VEH-08639,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08640,4,59671.05,3.2,47200.95,6,64911.0,4.5,50528.11
VEH-08641,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08642,4,92603.02,6.6,35141.76,6,102808.05,8.3,41091.56
VEH-08643,1,67249.54,2.4,46908.65,3,71362.82,3.0,58542.89
VEH-08644,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08645,3,209214.88,14.5,120528.18,3,252707.34,16.8,151095.27
VEH-08646,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08647,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08648,3,65666.97,2.3,111884.45,3,74731.58,3.1,135283.95
VEH-08649,2,132890.87,3.4,55528.07,4,141674.06,3.6,65262.47
VEH-08650,2,97685.62,3.9,57999.49,3,103690.84,4.4,65100.9
VEH-08651,2,18220.4,5.5,6297.17,2,21784.34,6.6,7116.85
VEH-08652,3,204497.89,2.8,11538.94,3,238416.04,3.1,15364.8
VEH-08653,1,29348.87,3.9,52341.12,2,31107.23,5.0,65647.64
VEH-08654,2,69354.34,8.0,93583.77,3,78278.2,11.2,114352.67
VEH-08655,1,33230.01,4.3,31113.93,3,36057.76,5.2,33925.68
VEH-08656,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08657,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08658,1,35191.46,4.2,29478.21,1,38683.07,5.1,36578.01
VEH-08659,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08660,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08661,1,69057.87,1.3,57734.05,1,79450.64,1.8,71331.96
VEH-08662,3,147624.24,13.6,179919.87,5,169912.32,15.1,222837.65
VEH-08663,1,30782.29,1.6,51393.53,2,34419.43,1.8,55544.96
VEH-08664,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08665,1,58462.74,4.1,30110.27,2,72510.75,4.7,33902.7
VEH-08666,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08667,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08668,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08669,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08670,2,103269.25,9.9,60307.43,2,127448.57,13.5,72698.3
VEH-08671,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08672,5,125423.48,18.7,234816.34,6,157126.04,20.3,298180.84
VEH-08673,1,70098.57,1.2,40411.51,1,90316.26,1.6,50509.97
VEH-08674,3,117854.35,5.9,94181.46,3,130277.5,8.1,99206.66
VEH-08675,1,8311.03,3.0,32102.29,1,10287.68,3.5,41094.01
VEH-08676,2,119220.9,6.9,118999.77,3,147885.75,7.7,151935.55
VEH-08677,1,19836.07,1.4,45567.55,2,21142.5,1.9,52810.11
VEH-08678,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08679,2,101953.13,6.0,67669.5,3,131835.28,6.8,89058.38
VEH-08680,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08681,3,215684.14,2.3,72849.81,5,266523.31,2.8,82094.24
VEH-08682,5,244912.61,15.1,203319.1,5,304737.12,15.9,232360.34
VEH-08683,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08684,1,56734.48,4.2,25421.99,1,61083.9,4.5,32482.64
VEH-08685,1,25054.78,3.5,8686.63,2,32149.39,4.3,9781.93
VEH-08686,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08687,1,30479.99,1.3,21814.69,1,38209.53,1.7,27567.8
VEH-08688,1,79513.53,1.0,13760.4,2,91831.02,1.2,17897.27
VEH-08689,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08690,1,75662.47,3.1,51968.14,1,88734.08,3.9,66312.44
VEH-08691,3,73821.94,3.6,59735.16,3,92013.34,4.6,72141.84
VEH-08692,1,17398.46,2.4,35048.74,1,20005.59,2.7,46802.55
VEH-08693,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08694,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08695,2,65919.28,1.2,55455.3,3,70138.06,1.5,60646.55
VEH-08696,2,38311.76,2.4,27950.75,4,44780.38,2.6,35646.95
VEH-08697,1,35066.5,4.6,30442.41,1,39353.54,5.4,38695.86
VEH-08698,1,54016.47,4.6,30374.25,3,61271.99,4.9,33083.94
VEH-08699,1,21283.64,0.6,24539.36,3,22998.95,0.7,31813.81
VEH-08700,1,43396.23,2.1,15393.89,1,54553.91,2.9,17124.02
VEH-08701,1,28230.84,4.7,25878.04,1,30580.56,5.0,31444.56
VEH-08702,3,225011.85,14.5,48786.09,3,244027.72,17.3,60853.3
VEH-08703,1,7042.63,4.7,23367.41,2,7717.41,6.5,26039.15
VEH-08704,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08705,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08706,1,56970.07,4.3,18239.28,3,67364.44,5.7,21462.45
VEH-08707,2,146619.56,5.4,88048.87,3,163518.01,7.4,99436.48
VEH-08708,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08709,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08710,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08711,1,15449.94,1.6,59512.47,1,19739.44,2.0,78896.57
VEH-08712,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08713,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08714,1,45264.52,3.4,18603.46,1,48256.11,4.6,21089.34
VEH-08715,2,56713.17,3.6,91292.95,2,60547.3,4.9,112567.17
VEH-08716,1,22511.23,2.8,58624.06,3,28553.73,3.4,62493.86
VEH-08717,1,57590.59,2.4,17624.47,2,74856.1,2.7,20125.86
VEH-08718,1,57535.29,3.8,52025.66,2,63270.51,4.7,61199.31
VEH-08719,3,224599.8,3.4,9249.69,4,275643.95,3.7,11473.13
VEH-08720,1,66735.68,2.6,49666.7,3,81163.83,2.8,57481.13
VEH-08721,1,8359.47,4.4,10352.01,2,9347.66,6.0,12261.64
VEH-08722,1,19106.44,0.9,21012.54,2,23952.1,1.2,28287.05
VEH-08723,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08724,3,182106.62,6.2,140365.69,5,216881.23,6.9,169572.8
VEH-08725,1,79716.73,1.5,9084.77,1,98422.06,1.7,11628.24
VEH-08726,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08727,2,120325.25,7.0,47538.03,4,134509.08,9.1,62178.56
VEH-08728,2,54363.9,6.8,100916.54,3,69253.52,7.4,112182.86
VEH-08729,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08730,1,70641.26,3.7,41542.19,2,75709.15,4.8,50461.58
VEH-08731,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08732,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08733,1,32594.57,2.8,49763.52,2,34261.5,3.0,55850.42
VEH-08734,1,6112.9,4.6,47468.82,3,6851.33,5.4,53969.36
VEH-08735,1,49879.48,3.8,18371.14,3,57006.09,4.5,22097.38
VEH-08736,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08737,1,79114.81,4.1,24913.47,2,87340.14,4.8,31280.15
VEH-08738,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08739,1,74440.62,4.2,47751.57,1,95187.81,5.1,52347.47
VEH-08740,1,26409.77,4.0,28749.0,1,31891.28,5.5,30641.91
VEH-08741,5,118436.1,10.8,63092.27,6,133613.97,12.7,68934.12
VEH-08742,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08743,1,22867.35,4.1,37205.65,2,24453.98,4.8,49685.09
VEH-08744,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08745,1,8984.19,4.6,52876.88,2,10456.38,6.4,70858.67
VEH-08746,2,62958.6,3.7,50746.4,3,66201.93,4.9,61680.14
VEH-08747,3,216660.15,5.3,161641.18,5,232077.82,6.3,200581.88
VEH-08748,1,25520.33,2.0,37910.42,3,27810.82,2.4,50367.21
VEH-08749,2,22596.25,7.8,80505.5,2,23792.45,10.8,106581.65
VEH-08750,1,46667.85,1.8,37556.04,2,52010.35,2.1,46242.04
VEH-08751,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08752,1,16312.17,4.8,19449.29,1,18177.32,5.9,25304.26
VEH-08753,1,45777.35,3.8,46663.98,1,54700.7,4.2,60699.46
VEH-08754,1,32886.73,3.3,9921.41,1,37807.82,4.1,10760.53
VEH-08755,2,74549.83,9.2,60884.79,4,83995.29,10.5,66636.88
VEH-08756,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08757,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08758,3,68087.26,4.8,114736.56,4,79320.74,5.1,140698.41
VEH-08759,1,11999.12,2.0,58337.77,2,12810.01,2.8,64378.21
VEH-08760,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08761,2,116569.18,7.6,87353.22,4,144124.28,8.7,96286.12
VEH-08762,2,157108.58,3.1,82454.68,2,195740.55,4.1,87591.38
VEH-08763,1,62178.43,4.9,23890.5,2,78338.69,6.7,26911.55
VEH-08764,1,8691.24,0.7,8158.02,3,9218.08,0.9,10518.08
VEH-08765,2,33264.16,7.9,28843.28,4,39589.97,8.9,30678.98
VEH-08766,1,67233.94,2.3,35718.82,2,81301.54,2.7,43445.49
VEH-08767,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08768,2,48447.83,5.0,59161.71,2,52224.19,5.9,72646.87
VEH-08769,1,17524.36,0.9,33046.33,1,22184.87,1.2,36413.48
VEH-08770,1,6824.28,4.8,40757.77,3,7436.98,5.2,46472.31
VEH-08771,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08772,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08773,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08774,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08775,3,224072.75,1.7,46615.36,4,289499.69,2.3,54287.46
VEH-08776,3,164725.0,3.2,99457.31,4,185463.9,4.0,107579.32
VEH-08777,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08778,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08779,1,7624.32,3.5,39769.77,2,8776.86,3.7,50088.31
VEH-08780,1,56004.28,3.0,5106.44,3,65917.4,3.8,6010.04
VEH-08781,1,67767.08,2.0,49142.96,3,75412.45,2.7,65823.96
VEH-08782,1,5201.59,4.4,33794.26,1,6050.89,5.2,42662.46
VEH-08783,1,32830.69,1.8,44352.23,3,36529.57,2.0,59732.93
VEH-08784,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08785,3,120222.32,5.7,49138.28,3,133656.04,6.1,63466.32
VEH-08786,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08787,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08788,2,10978.68,1.3,51880.92,4,13091.77,1.7,62514.47
VEH-08789,1,64679.74,2.0,46294.97,1,81726.72,2.3,49228.38
VEH-08790,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08791,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08792,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08793,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08794,2,16825.59,3.4,14000.58,3,21069.65,4.4,15888.92
VEH-08795,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08796,2,152594.86,3.6,93589.97,2,185493.8,3.8,108859.56
VEH-08797,1,67185.17,4.2,44385.97,3,77045.04,4.6,48469.9
VEH-08798,2,37002.27,6.1,14259.85,2,42393.71,6.4,18388.14
VEH-08799,2,18516.49,4.0,85350.56,2,22598.05,5.4,109801.21
VEH-08800,1,55548.12,4.9,6961.56,2,61360.23,5.6,7686.35
VEH-08801,1,39777.18,3.1,29386.46,2,49057.79,3.5,37848.39
VEH-08802,2,138874.25,5.7,31391.84,2,160480.25,6.6,39009.24
VEH-08803,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08804,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08805,1,68660.05,3.2,9013.98,1,83945.49,4.2,9647.99
VEH-08806,1,6136.82,4.3,42300.88,3,7819.36,5.9,52991.97
VEH-08807,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08808,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08809,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08810,4,214670.1,3.5,203886.6,5,252703.38,3.8,252426.18
VEH-08811,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08812,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08813,1,46686.83,4.4,12884.07,2,56851.84,5.7,14546.77
VEH-08814,3,70792.15,7.0,171211.63,3,88119.37,9.2,225113.67
VEH-08815,1,71241.89,3.6,44106.55,2,87906.25,4.1,56525.08
VEH-08816,1,8771.75,4.0,50322.38,2,10879.32,5.0,57350.55
VEH-08817,1,79014.61,0.6,17487.66,1,98373.95,0.8,19933.86
VEH-08818,4,230548.89,9.8,158637.29,6,289835.59,11.4,207965.74
VEH-08819,1,56567.8,3.7,32377.82,1,63374.85,4.2,34361.1
VEH-08820,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08821,2,148054.72,9.1,34553.08,2,158076.12,12.4,36859.93
VEH-08822,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08823,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08824,2,114977.92,1.4,17928.49,3,133451.95,1.9,22419.71
VEH-08825,2,24758.01,6.1,74367.54,2,31929.55,7.6,95764.41
VEH-08826,1,24353.34,4.2,14448.79,3,27424.41,5.5,17605.16
VEH-08827,1,67325.92,4.7,15905.51,2,86829.67,6.6,20271.66
VEH-08828,2,84212.91,4.4,70376.07,4,108575.64,5.6,74808.3
VEH-08829,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08830,2,157129.39,7.7,47396.04,2,185275.33,9.9,52931.92
VEH-08831,1,73785.28,4.6,41701.61,1,86494.02,5.1,52127.35
VEH-08832,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08833,2,128129.44,1.1,93273.99,4,148125.08,1.5,100252.16
VEH-08834,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08835,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08836,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08837,2,57470.56,5.7,35122.87,2,63766.74,7.2,37458.95
VEH-08838,1,28410.15,3.0,14987.41,3,36926.86,3.3,18573.26
VEH-08839,2,72068.18,6.6,110745.01,3,81337.96,9.2,129514.85
VEH-08840,1,35449.99,2.2,40501.67,1,37773.93,2.8,46975.24
VEH-08841,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08842,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08843,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08844,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08845,2,27594.97,3.5,94124.0,3,32695.45,4.7,108114.97
VEH-08846,3,61222.41,11.0,122621.21,5,76557.97,12.1,152344.57
VEH-08847,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08848,1,50632.21,4.9,24028.39,2,60082.18,5.2,26429.47
VEH-08849,1,30426.2,2.8,16081.45,1,35475.63,3.6,18419.39
VEH-08850,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08851,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08852,2,32263.05,1.0,69201.4,2,40030.7,1.4,88992.75
VEH-08853,2,132866.48,8.5,115924.54,3,168881.7,11.9,154223.84
VEH-08854,2,70720.64,1.6,71161.33,3,78130.27,2.1,94943.52
VEH-08855,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08856,2,155591.14,5.9,77088.65,2,197077.73,6.7,91293.48
VEH-08857,2,138786.61,4.7,55503.4,2,169541.28,6.5,71343.21
VEH-08858,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08859,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08860,1,69706.28,3.5,13435.08,2,88836.64,3.8,16142.56
VEH-08861,2,44771.67,7.3,69542.41,4,54150.77,8.7,84635.71
VEH-08862,3,96463.08,3.3,153276.76,5,117428.06,4.0,189801.97
VEH-08863,2,43347.45,9.3,100845.29,4,47869.82,11.5,113838.05
VEH-08864,3,120172.05,9.8,115334.15,4,131065.56,12.2,151665.45
VEH-08865,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08866,2,15373.02,6.9,93804.23,3,19908.96,8.6,123972.29
VEH-08867,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08868,1,78631.94,3.9,15410.18,1,97390.67,5.2,17904.46
VEH-08869,1,55911.08,2.4,52860.45,1,68932.86,2.9,56915.85
VEH-08870,2,82390.37,5.3,11225.21,2,98148.57,6.8,12980.75
VEH-08871,1,21969.63,1.0,25772.6,2,26355.01,1.4,31834.34
VEH-08872,1,65003.2,4.3,38341.79,3,79970.71,4.9,41845.12
VEH-08873,2,71391.35,3.6,55313.57,4,91052.29,4.0,73818.91
VEH-08874,1,36878.06,4.4,30295.33,3,41846.92,5.4,37901.93
VEH-08875,1,56507.32,3.3,3651.07,3,60464.33,3.5,4115.01
VEH-08876,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08877,2,153490.19,3.6,99835.44,3,166931.73,4.2,130921.89
VEH-08878,1,69490.82,4.1,17594.07,3,85885.52,5.5,23725.57
VEH-08879,1,52889.98,4.4,42485.45,1,61122.09,5.1,46218.75
VEH-08880,1,10113.1,5.0,37294.21,3,12374.79,5.6,48077.16
VEH-08881,1,45921.21,3.0,33773.84,3,59112.35,3.4,37220.0
VEH-08882,1,18381.58,1.5,5812.98,2,19699.53,1.9,7677.59
VEH-08883,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08884,1,29683.76,1.3,12109.39,1,37834.41,1.7,13981.28
VEH-08885,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08886,1,18989.53,0.8,54752.46,2,22917.66,1.1,67388.82
VEH-08887,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08888,3,106010.82,13.4,106022.38,5,123955.73,14.9,112472.22
VEH-08889,3,182465.85,5.6,134025.22,4,223749.27,6.3,174724.1
VEH-08890,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08891,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08892,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08893,1,38543.78,1.2,16454.55,1,43874.61,1.5,21439.19
VEH-08894,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08895,2,126435.85,2.9,97323.54,2,135121.67,3.6,111996.89
VEH-08896,1,30173.93,4.0,50839.66,3,34683.6,5.1,59740.93
VEH-08897,1,53578.93,4.3,25951.5,3,68891.64,5.7,33053.19
VEH-08898,2,130883.59,2.1,66602.07,3,146895.48,2.3,77132.39
VEH-08899,1,49881.05,2.9,53609.61,3,56338.51,3.6,71758.71
VEH-08900,1,22879.07,1.5,56192.99,3,28807.68,2.1,65236.39
VEH-08901,2,44945.86,8.1,42641.44,3,57026.56,8.8,46911.35
VEH-08902,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08903,1,48272.8,0.9,41005.2,1,61689.51,1.1,54469.0
VEH-08904,1,76613.8,4.4,24226.13,2,82451.9,4.9,30476.15
VEH-08905,2,119585.79,8.7,6814.89,2,135685.92,10.5,8405.91
VEH-08906,1,10320.44,4.5,39443.95,1,12876.53,5.5,45884.69
VEH-08907,3,78573.73,8.7,17839.21,3,99244.79,11.3,19794.35
VEH-08908,4,70289.83,9.6,186059.21,5,77169.79,12.8,226143.27
VEH-08909,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08910,2,27740.82,3.2,63003.78,4,34534.52,4.4,84405.36
VEH-08911,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08912,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08913,1,36771.32,4.2,31168.43,1,44599.7,4.8,42023.76
VEH-08914,1,12617.95,4.2,56240.83,2,15341.06,5.0,71765.07
VEH-08915,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-08916,1,24029.67,3.8,31404.23,3,26425.05,5.2,37125.45
VEH-08917,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-08918,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08919,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-08920,1,18856.35,3.3,17655.07,2,20217.25,4.2,21305.14
VEH-08921,1,32466.41,4.7,50919.83,3,41740.82,5.8,57821.24
VEH-08922,3,223506.67,6.2,95273.35,5,238146.12,6.9,108327.39
VEH-08923,0,0.0,0.0,0.0,1,0.0,0.0,0.0
