maintenance_id,vehicle_id,maintenance_date,maintenance_type,maintenance_code,cost_inr,downtime_days,description,now_maint_count,now_total_maint_cost,now_avg_parts_cost,now_avg_labor_cost,now_total_downtime_days,future_maint_count,future_total_maint_cost,future_avg_parts_cost,future_avg_labor_cost,future_total_downtime_days
MNT-010823,VEH-07515,2023-11-02,Preventive,PM-001,300.0,10.3,Fuel system cleaning,2,600.0,165.0,135.0,24.3,3,831.83,181.5,148.5,36.0
MNT-010824,VEH-07515,2023-11-28,Emergency,INS-001,300.0,14.0,Clutch adjustment,2,600.0,165.0,135.0,24.3,3,683.14,181.5,148.5,36.0
MNT-010825,VEH-07516,2022-10-06,Corrective,CM-001,300.0,7.1,Battery check and replacement,3,900.0,165.0,135.0,18.6,4,1178.31,181.5,148.5,28.1
MNT-010826,VEH-07516,2023-07-18,Preventive,PM-002,300.0,9.9,Fuel system cleaning,3,900.0,165.0,135.0,18.6,4,1126.68,181.5,148.5,28.1
MNT-010827,VEH-07516,2023-01-24,Emergency,OVH-002,300.0,1.6,Engine oil and filter replacement,3,900.0,165.0,135.0,18.6,4,996.92,181.5,148.5,28.1
MNT-010828,VEH-07517,2022-10-24,Overhaul,OVH-002,300.0,7.7,Coolant flush and refill,2,600.0,165.0,135.0,13.1,3,826.45,181.5,148.5,19.0
MNT-010829,VEH-07517,2022-04-23,Corrective,EM-001,300.0,5.4,Electrical wiring inspection,2,600.0,165.0,135.0,13.1,3,813.33,181.5,148.5,19.0
MNT-010830,VEH-07518,2024-06-08,Overhaul,OVH-002,300.0,1.8,Coolant flush and refill,1,300.0,165.0,135.0,1.8,1,377.18,181.5,148.5,2.3
MNT-010831,VEH-07519,2023-07-05,Emergency,CM-002,300.0,4.2,Emergency breakdown repair,1,300.0,165.0,135.0,4.2,1,350.6,181.5,148.5,6.6
MNT-010832,VEH-07520,2024-01-15,Inspection,CM-001,300.0,8.6,Air filter replacement,1,300.0,165.0,135.0,8.6,1,340.95,181.5,148.5,11.5
MNT-010833,VEH-07522,2022-05-18,Corrective,OVH-001,300.0,4.6,Air filter replacement,1,300.0,165.0,135.0,4.6,1,362.71,181.5,148.5,5.3
MNT-010834,VEH-07523,2023-12-15,Emergency,PM-002,300.0,3.6,Coolant flush and refill,2,600.0,165.0,135.0,18.5,3,705.98,181.5,148.5,22.9
MNT-010835,VEH-07523,2023-05-26,Emergency,CM-001,300.0,14.9,Coolant flush and refill,2,600.0,165.0,135.0,18.5,3,751.2,181.5,148.5,22.9
MNT-010836,VEH-07524,2023-02-19,Overhaul,CM-001,300.0,5.4,Fuel system cleaning,2,600.0,165.0,135.0,11.8,3,833.95,181.5,148.5,18.3
MNT-010837,VEH-07524,2024-06-03,Inspection,CM-002,300.0,6.4,Chassis lubrication,2,600.0,165.0,135.0,11.8,3,763.49,181.5,148.5,18.3
MNT-010838,VEH-07525,2022-11-12,Overhaul,OVH-002,300.0,14.4,Coolant flush and refill,1,300.0,165.0,135.0,14.4,1,410.09,181.5,148.5,17.6
MNT-010839,VEH-07526,2023-10-07,Overhaul,EM-001,300.0,13.7,Radiator flush,3,900.0,165.0,135.0,37.9,4,1165.74,181.5,148.5,58.8
MNT-010840,VEH-07526,2022-08-28,Overhaul,PM-002,300.0,14.6,Engine oil and filter replacement,3,900.0,165.0,135.0,37.9,4,1118.32,181.5,148.5,58.8
MNT-010841,VEH-07526,2024-10-24,Emergency,EM-001,300.0,9.6,Transmission fluid change,3,900.0,165.0,135.0,37.9,4,1220.74,181.5,148.5,58.8
MNT-010842,VEH-07527,2024-09-16,Corrective,OVH-002,300.0,8.5,Clutch adjustment,1,300.0,165.0,135.0,8.5,1,372.42,181.5,148.5,10.5
MNT-010843,VEH-07528,2023-01-26,Emergency,CM-001,300.0,12.6,Clutch adjustment,1,300.0,165.0,135.0,12.6,1,408.18,181.5,148.5,16.3
MNT-010844,VEH-07530,2023-04-11,Corrective,OVH-002,300.0,14.4,AC servicing,1,300.0,165.0,135.0,14.4,1,356.24,181.5,148.5,18.9
MNT-010845,VEH-07531,2024-04-11,Preventive,EM-001,300.0,12.4,Radiator flush,3,900.0,165.0,135.0,40.0,3,1024.78,181.5,148.5,60.3
MNT-010846,VEH-07531,2023-03-23,Inspection,OVH-001,300.0,13.2,Coolant flush and refill,3,900.0,165.0,135.0,40.0,3,1220.93,181.5,148.5,60.3
MNT-010847,VEH-07531,2023-08-20,Preventive,PM-002,300.0,14.4,Battery check and replacement,3,900.0,165.0,135.0,40.0,3,1148.6,181.5,148.5,60.3
MNT-010848,VEH-07532,2022-12-14,Corrective,INS-001,300.0,14.7,Engine oil and filter replacement,3,900.0,165.0,135.0,36.5,4,1230.05,181.5,148.5,43.1
MNT-010849,VEH-07532,2023-05-13,Emergency,CM-002,300.0,13.0,Transmission fluid change,3,900.0,165.0,135.0,36.5,4,1243.21,181.5,148.5,43.1
MNT-010850,VEH-07532,2024-03-30,Emergency,CM-001,300.0,8.8,Chassis lubrication,3,900.0,165.0,135.0,36.5,4,1004.48,181.5,148.5,43.1
MNT-010851,VEH-07534,2022-11-26,Preventive,OVH-002,300.0,4.6,Fuel system cleaning,1,300.0,165.0,135.0,4.6,1,375.09,181.5,148.5,5.8
MNT-010852,VEH-07535,2024-01-04,Overhaul,OVH-001,300.0,12.8,Coolant flush and refill,2,600.0,165.0,135.0,19.0,3,727.49,181.5,148.5,25.8
MNT-010853,VEH-07535,2022-07-18,Preventive,CM-001,300.0,6.2,Chassis lubrication,2,600.0,165.0,135.0,19.0,3,772.65,181.5,148.5,25.8
MNT-010854,VEH-07536,2024-08-12,Corrective,PM-001,300.0,0.7,Transmission fluid change,2,600.0,165.0,135.0,11.2,2,802.85,181.5,148.5,13.0
MNT-010855,VEH-07536,2024-08-14,Preventive,CM-001,300.0,10.5,Engine oil and filter replacement,2,600.0,165.0,135.0,11.2,2,710.51,181.5,148.5,13.0
MNT-010856,VEH-07537,2023-09-16,Emergency,OVH-001,300.0,5.5,Annual safety inspection,2,600.0,165.0,135.0,7.0,2,760.22,181.5,148.5,10.0
MNT-010857,VEH-07537,2024-01-21,Preventive,EM-001,300.0,1.5,Coolant flush and refill,2,600.0,165.0,135.0,7.0,2,787.57,181.5,148.5,10.0
MNT-010858,VEH-07538,2022-09-14,Emergency,OVH-002,300.0,1.7,Air filter replacement,2,600.0,165.0,135.0,7.1000000000000005,3,684.2,181.5,148.5,10.8
MNT-010859,VEH-07538,2024-10-10,Corrective,OVH-001,300.0,5.4,Air filter replacement,2,600.0,165.0,135.0,7.1000000000000005,3,806.53,181.5,148.5,10.8
MNT-010860,VEH-07539,2024-10-19,Inspection,PM-002,300.0,15.0,Battery check and replacement,1,300.0,165.0,135.0,15.0,1,384.55,181.5,148.5,21.8
MNT-010861,VEH-07540,2022-07-20,Inspection,OVH-002,300.0,11.1,Air filter replacement,2,600.0,165.0,135.0,20.5,2,830.92,181.5,148.5,27.8
MNT-010862,VEH-07540,2023-03-08,Overhaul,PM-002,300.0,9.4,AC servicing,2,600.0,165.0,135.0,20.5,2,721.12,181.5,148.5,27.8
MNT-010863,VEH-07541,2024-07-18,Corrective,INS-001,300.0,3.7,Clutch adjustment,2,600.0,165.0,135.0,14.6,3,679.47,181.5,148.5,22.3
MNT-010864,VEH-07541,2024-09-11,Emergency,PM-002,300.0,10.9,Radiator flush,2,600.0,165.0,135.0,14.6,3,751.17,181.5,148.5,22.3
MNT-010865,VEH-07542,2022-01-02,Emergency,OVH-002,300.0,4.5,Fuel system cleaning,1,300.0,165.0,135.0,4.5,1,337.72,181.5,148.5,5.8
MNT-010866,VEH-07544,2023-01-25,Overhaul,CM-002,300.0,12.0,Hydraulic system check,1,300.0,165.0,135.0,12.0,1,417.26,181.5,148.5,17.6
MNT-010867,VEH-07545,2022-01-05,Preventive,OVH-002,300.0,10.1,Clutch adjustment,2,600.0,165.0,135.0,24.5,3,666.96,181.5,148.5,29.3
MNT-010868,VEH-07545,2023-10-12,Overhaul,PM-002,300.0,14.4,Brake pad replacement,2,600.0,165.0,135.0,24.5,3,795.63,181.5,148.5,29.3
MNT-010869,VEH-07546,2024-06-04,Preventive,CM-002,300.0,5.5,Clutch adjustment,1,300.0,165.0,135.0,5.5,1,377.26,181.5,148.5,8.4
MNT-010870,VEH-07547,2023-06-17,Emergency,OVH-002,300.0,0.5,Transmission fluid change,2,600.0,165.0,135.0,1.7,3,726.35,181.5,148.5,2.5
MNT-010871,VEH-07547,2023-05-11,Emergency,INS-001,300.0,1.2,Transmission fluid change,2,600.0,165.0,135.0,1.7,3,671.85,181.5,148.5,2.5
MNT-010872,VEH-07548,2023-11-05,Emergency,INS-001,300.0,0.6,Annual safety inspection,3,900.0,165.0,135.0,8.6,4,1157.99,181.5,148.5,9.7
MNT-010873,VEH-07548,2023-01-12,Overhaul,CM-001,300.0,5.0,Air filter replacement,3,900.0,165.0,135.0,8.6,4,1148.01,181.5,148.5,9.7
MNT-010874,VEH-07548,2022-09-23,Corrective,CM-001,300.0,3.0,Engine oil and filter replacement,3,900.0,165.0,135.0,8.6,4,1065.84,181.5,148.5,9.7
MNT-010875,VEH-07549,2023-02-10,Preventive,PM-001,300.0,10.8,Chassis lubrication,1,300.0,165.0,135.0,10.8,1,411.92,181.5,148.5,14.2
MNT-010876,VEH-07550,2023-08-14,Inspection,PM-002,300.0,8.8,Transmission fluid change,1,300.0,165.0,135.0,8.8,1,357.37,181.5,148.5,13.5
MNT-010877,VEH-07551,2024-05-05,Emergency,CM-002,300.0,9.6,Emergency breakdown repair,1,300.0,165.0,135.0,9.6,1,370.48,181.5,148.5,15.0
MNT-010878,VEH-07552,2024-11-13,Overhaul,INS-001,300.0,13.4,Coolant flush and refill,2,600.0,165.0,135.0,26.9,3,757.88,181.5,148.5,35.4
MNT-010879,VEH-07552,2022-09-01,Overhaul,OVH-001,300.0,13.5,Coolant flush and refill,2,600.0,165.0,135.0,26.9,3,678.04,181.5,148.5,35.4
MNT-010880,VEH-07553,2024-06-18,Preventive,INS-001,300.0,10.1,Chassis lubrication,1,300.0,165.0,135.0,10.1,1,413.89,181.5,148.5,11.6
MNT-010881,VEH-07554,2022-06-24,Emergency,OVH-001,300.0,5.5,Brake pad replacement,1,300.0,165.0,135.0,5.5,1,363.71,181.5,148.5,6.2
MNT-010882,VEH-07555,2022-01-31,Emergency,OVH-002,300.0,6.8,Hydraulic system check,2,600.0,165.0,135.0,8.6,3,674.54,181.5,148.5,10.0
MNT-010883,VEH-07555,2023-01-04,Overhaul,CM-001,300.0,1.8,Chassis lubrication,2,600.0,165.0,135.0,8.6,3,729.71,181.5,148.5,10.0
MNT-010884,VEH-07556,2024-03-05,Corrective,EM-001,300.0,8.2,Battery check and replacement,1,300.0,165.0,135.0,8.2,1,384.02,181.5,148.5,12.7
MNT-010885,VEH-07557,2022-07-10,Overhaul,PM-001,300.0,11.0,Chassis lubrication,1,300.0,165.0,135.0,11.0,1,376.23,181.5,148.5,15.0
MNT-010886,VEH-07558,2024-03-16,Emergency,PM-001,300.0,1.0,Air filter replacement,3,900.0,165.0,135.0,7.2,4,1177.53,181.5,148.5,8.8
MNT-010887,VEH-07558,2024-04-08,Emergency,INS-001,300.0,5.4,Fuel system cleaning,3,900.0,165.0,135.0,7.2,4,1004.98,181.5,148.5,8.8
MNT-010888,VEH-07558,2022-09-29,Corrective,PM-002,300.0,0.8,Air filter replacement,3,900.0,165.0,135.0,7.2,4,1066.83,181.5,148.5,8.8
MNT-010889,VEH-07559,2024-04-08,Inspection,CM-002,300.0,10.8,Coolant flush and refill,1,300.0,165.0,135.0,10.8,1,403.73,181.5,148.5,14.3
MNT-010890,VEH-07560,2024-01-22,Overhaul,PM-002,300.0,0.6,Coolant flush and refill,2,600.0,165.0,135.0,9.5,2,674.38,181.5,148.5,10.8
MNT-010891,VEH-07560,2022-11-04,Corrective,OVH-002,300.0,8.9,Fuel system cleaning,2,600.0,165.0,135.0,9.5,2,813.99,181.5,148.5,10.8
MNT-010892,VEH-07561,2023-12-25,Preventive,INS-001,300.0,13.6,Radiator flush,1,300.0,165.0,135.0,13.6,1,338.27,181.5,148.5,17.3
MNT-010893,VEH-07562,2022-12-08,Corrective,CM-001,300.0,13.8,Air filter replacement,1,300.0,165.0,135.0,13.8,1,405.1,181.5,148.5,17.2
MNT-010894,VEH-07563,2024-08-05,Overhaul,EM-001,300.0,0.7,Chassis lubrication,2,600.0,165.0,135.0,8.0,3,724.94,181.5,148.5,11.9
MNT-010895,VEH-07563,2023-12-07,Overhaul,CM-001,300.0,7.3,Radiator flush,2,600.0,165.0,135.0,8.0,3,770.2,181.5,148.5,11.9
MNT-010896,VEH-07564,2022-09-03,Corrective,PM-001,300.0,10.1,Annual safety inspection,1,300.0,165.0,135.0,10.1,1,343.76,181.5,148.5,13.0
MNT-010897,VEH-07566,2023-04-17,Corrective,OVH-002,300.0,2.9,Tyre rotation and alignment,1,300.0,165.0,135.0,2.9,1,335.96,181.5,148.5,3.7
MNT-010898,VEH-07567,2023-09-05,Preventive,CM-001,300.0,6.8,Chassis lubrication,1,300.0,165.0,135.0,6.8,1,349.43,181.5,148.5,7.7
MNT-010899,VEH-07568,2022-03-06,Overhaul,PM-002,300.0,6.3,Hydraulic system check,1,300.0,165.0,135.0,6.3,1,341.51,181.5,148.5,9.3
MNT-010900,VEH-07569,2023-10-21,Emergency,PM-001,300.0,9.9,Clutch adjustment,2,600.0,165.0,135.0,22.1,3,716.23,181.5,148.5,26.1
MNT-010901,VEH-07569,2024-05-20,Emergency,EM-001,300.0,12.2,Battery check and replacement,2,600.0,165.0,135.0,22.1,3,752.59,181.5,148.5,26.1
MNT-010902,VEH-07571,2023-05-11,Inspection,PM-001,300.0,9.6,Battery check and replacement,2,600.0,165.0,135.0,19.9,2,765.98,181.5,148.5,24.7
MNT-010903,VEH-07571,2023-04-19,Corrective,OVH-002,300.0,10.3,Hydraulic system check,2,600.0,165.0,135.0,19.9,2,802.18,181.5,148.5,24.7
MNT-010904,VEH-07572,2023-10-15,Inspection,OVH-001,300.0,5.2,AC servicing,2,600.0,165.0,135.0,9.8,3,778.12,181.5,148.5,11.9
MNT-010905,VEH-07572,2023-01-15,Preventive,OVH-001,300.0,4.6,Air filter replacement,2,600.0,165.0,135.0,9.8,3,769.58,181.5,148.5,11.9
MNT-010906,VEH-07573,2023-10-30,Emergency,CM-001,300.0,1.9,AC servicing,2,600.0,165.0,135.0,14.0,2,734.12,181.5,148.5,22.2
MNT-010907,VEH-07573,2022-12-17,Preventive,INS-001,300.0,12.1,AC servicing,2,600.0,165.0,135.0,14.0,2,745.29,181.5,148.5,22.2
MNT-010908,VEH-07574,2024-08-16,Preventive,EM-001,300.0,11.3,Annual safety inspection,2,600.0,165.0,135.0,18.6,3,734.61,181.5,148.5,23.3
MNT-010909,VEH-07574,2022-08-17,Corrective,OVH-002,300.0,7.3,Battery check and replacement,2,600.0,165.0,135.0,18.6,3,811.59,181.5,148.5,23.3
MNT-010910,VEH-07575,2022-06-30,Preventive,PM-002,300.0,9.9,Brake pad replacement,1,300.0,165.0,135.0,9.9,1,350.7,181.5,148.5,14.0
MNT-010911,VEH-07577,2024-12-18,Corrective,CM-001,300.0,2.1,Transmission fluid change,3,900.0,165.0,135.0,27.0,4,991.54,181.5,148.5,39.9
MNT-010912,VEH-07577,2024-06-30,Corrective,OVH-001,300.0,12.4,Suspension overhaul,3,900.0,165.0,135.0,27.0,4,1165.86,181.5,148.5,39.9
MNT-010913,VEH-07577,2024-01-15,Corrective,CM-002,300.0,12.5,Annual safety inspection,3,900.0,165.0,135.0,27.0,4,1044.66,181.5,148.5,39.9
MNT-010914,VEH-07578,2024-06-01,Inspection,CM-002,300.0,9.6,Transmission fluid change,3,900.0,165.0,135.0,32.7,4,1230.33,181.5,148.5,40.2
MNT-010915,VEH-07578,2022-12-26,Overhaul,CM-002,300.0,8.5,Suspension overhaul,3,900.0,165.0,135.0,32.7,4,1221.94,181.5,148.5,40.2
MNT-010916,VEH-07578,2022-07-04,Preventive,PM-002,300.0,14.6,Chassis lubrication,3,900.0,165.0,135.0,32.7,4,1010.72,181.5,148.5,40.2
MNT-010917,VEH-07579,2024-02-11,Corrective,PM-002,300.0,9.3,Transmission fluid change,3,900.0,165.0,135.0,19.1,4,1018.72,181.5,148.5,30.4
MNT-010918,VEH-07579,2022-02-09,Corrective,OVH-002,300.0,1.5,Hydraulic system check,3,900.0,165.0,135.0,19.1,4,1123.7,181.5,148.5,30.4
MNT-010919,VEH-07579,2023-01-19,Emergency,CM-001,300.0,8.3,Radiator flush,3,900.0,165.0,135.0,19.1,4,1154.49,181.5,148.5,30.4
MNT-010920,VEH-07580,2023-02-21,Preventive,OVH-002,300.0,6.7,Coolant flush and refill,2,600.0,165.0,135.0,21.5,2,709.48,181.5,148.5,25.0
MNT-010921,VEH-07580,2022-06-16,Emergency,INS-001,300.0,14.8,Tyre rotation and alignment,2,600.0,165.0,135.0,21.5,2,789.02,181.5,148.5,25.0
MNT-010922,VEH-07581,2022-09-30,Preventive,PM-002,300.0,7.8,Electrical wiring inspection,1,300.0,165.0,135.0,7.8,1,383.54,181.5,148.5,9.7
MNT-010923,VEH-07582,2023-09-19,Preventive,OVH-002,300.0,9.9,Electrical wiring inspection,1,300.0,165.0,135.0,9.9,1,359.23,181.5,148.5,12.3
MNT-010924,VEH-07583,2023-09-11,Corrective,OVH-001,300.0,9.1,Annual safety inspection,1,300.0,165.0,135.0,9.1,1,332.28,181.5,148.5,12.2
MNT-010925,VEH-07584,2023-01-25,Preventive,INS-001,300.0,4.2,AC servicing,1,300.0,165.0,135.0,4.2,1,397.51,181.5,148.5,5.5
MNT-010926,VEH-07585,2024-09-29,Corrective,OVH-001,300.0,5.8,Battery check and replacement,1,300.0,165.0,135.0,5.8,1,349.33,181.5,148.5,7.4
MNT-010927,VEH-07586,2023-02-01,Corrective,PM-001,300.0,5.2,Annual safety inspection,2,600.0,165.0,135.0,9.5,3,810.21,181.5,148.5,10.6
MNT-010928,VEH-07586,2023-06-21,Overhaul,INS-001,300.0,4.3,Transmission fluid change,2,600.0,165.0,135.0,9.5,3,735.65,181.5,148.5,10.6
MNT-010929,VEH-07588,2024-08-02,Inspection,EM-001,300.0,3.3,AC servicing,2,600.0,165.0,135.0,15.9,3,763.87,181.5,148.5,24.1
MNT-010930,VEH-07588,2024-04-15,Overhaul,CM-002,300.0,12.6,Battery check and replacement,2,600.0,165.0,135.0,15.9,3,817.13,181.5,148.5,24.1
MNT-010931,VEH-07589,2023-09-05,Inspection,CM-001,300.0,8.6,Brake pad replacement,1,300.0,165.0,135.0,8.6,1,407.73,181.5,148.5,9.5
MNT-010932,VEH-07591,2022-06-10,Corrective,INS-001,300.0,7.7,Transmission fluid change,1,300.0,165.0,135.0,7.7,1,363.44,181.5,148.5,8.7
MNT-010933,VEH-07592,2022-09-02,Preventive,INS-001,300.0,11.0,Hydraulic system check,2,600.0,165.0,135.0,16.3,3,697.6,181.5,148.5,18.9
MNT-010934,VEH-07592,2023-03-09,Overhaul,PM-001,300.0,5.3,Radiator flush,2,600.0,165.0,135.0,16.3,3,799.53,181.5,148.5,18.9
MNT-010935,VEH-07593,2024-04-23,Inspection,PM-001,300.0,12.6,AC servicing,1,300.0,165.0,135.0,12.6,1,368.98,181.5,148.5,15.3
MNT-010936,VEH-07594,2023-08-27,Corrective,INS-001,300.0,6.3,Brake pad replacement,2,600.0,165.0,135.0,10.3,3,694.57,181.5,148.5,16.1
MNT-010937,VEH-07594,2022-10-13,Inspection,OVH-002,300.0,4.0,Fuel system cleaning,2,600.0,165.0,135.0,10.3,3,822.8,181.5,148.5,16.1
MNT-010938,VEH-07595,2023-10-06,Emergency,OVH-002,300.0,14.0,Fuel system cleaning,1,300.0,165.0,135.0,14.0,1,347.83,181.5,148.5,22.1
MNT-010939,VEH-07596,2022-01-15,Emergency,EM-001,300.0,2.8,Tyre rotation and alignment,3,900.0,165.0,135.0,12.2,4,996.97,181.5,148.5,17.3
MNT-010940,VEH-07596,2022-05-18,Preventive,CM-002,300.0,1.4,Emergency breakdown repair,3,900.0,165.0,135.0,12.2,4,995.48,181.5,148.5,17.3
MNT-010941,VEH-07596,2022-03-19,Emergency,PM-002,300.0,8.0,Radiator flush,3,900.0,165.0,135.0,12.2,4,1158.03,181.5,148.5,17.3
MNT-010942,VEH-07597,2024-05-26,Inspection,CM-002,300.0,5.8,Clutch adjustment,3,900.0,165.0,135.0,35.1,4,1168.65,181.5,148.5,46.6
MNT-010943,VEH-07597,2023-09-08,Overhaul,PM-001,300.0,14.9,Coolant flush and refill,3,900.0,165.0,135.0,35.1,4,1073.98,181.5,148.5,46.6
MNT-010944,VEH-07597,2023-10-28,Corrective,PM-001,300.0,14.4,Transmission fluid change,3,900.0,165.0,135.0,35.1,4,1076.4,181.5,148.5,46.6
MNT-010945,VEH-07598,2022-08-14,Emergency,OVH-001,300.0,6.5,Electrical wiring inspection,1,300.0,165.0,135.0,6.5,1,360.55,181.5,148.5,8.1
MNT-010946,VEH-07599,2022-01-01,Corrective,EM-001,300.0,10.8,Tyre rotation and alignment,3,900.0,165.0,135.0,26.700000000000003,4,1173.64,181.5,148.5,37.6
MNT-010947,VEH-07599,2024-09-14,Preventive,EM-001,300.0,14.3,Suspension overhaul,3,900.0,165.0,135.0,26.700000000000003,4,1005.7,181.5,148.5,37.6
MNT-010948,VEH-07599,2022-09-27,Overhaul,CM-002,300.0,1.6,Hydraulic system check,3,900.0,165.0,135.0,26.700000000000003,4,1240.86,181.5,148.5,37.6
MNT-010949,VEH-07600,2023-05-07,Overhaul,OVH-001,300.0,14.7,Brake pad replacement,1,300.0,165.0,135.0,14.7,1,350.03,181.5,148.5,17.6
MNT-010950,VEH-07601,2024-02-07,Corrective,CM-001,300.0,10.1,AC servicing,3,900.0,165.0,135.0,33.2,4,1259.91,181.5,148.5,41.0
MNT-010951,VEH-07601,2023-07-20,Overhaul,INS-001,300.0,10.2,Radiator flush,3,900.0,165.0,135.0,33.2,4,1036.31,181.5,148.5,41.0
MNT-010952,VEH-07601,2024-04-30,Inspection,EM-001,300.0,12.9,Electrical wiring inspection,3,900.0,165.0,135.0,33.2,4,1198.32,181.5,148.5,41.0
MNT-010953,VEH-07602,2023-03-21,Inspection,CM-002,300.0,14.4,Suspension overhaul,1,300.0,165.0,135.0,14.4,1,350.11,181.5,148.5,16.5
MNT-010954,VEH-07603,2022-02-14,Corrective,CM-001,300.0,4.7,Air filter replacement,2,600.0,165.0,135.0,14.7,2,674.55,181.5,148.5,20.7
MNT-010955,VEH-07603,2024-07-15,Inspection,PM-002,300.0,10.0,Hydraulic system check,2,600.0,165.0,135.0,14.7,2,817.49,181.5,148.5,20.7
MNT-010956,VEH-07605,2022-09-15,Corrective,OVH-001,300.0,1.7,Tyre rotation and alignment,2,600.0,165.0,135.0,6.5,2,814.58,181.5,148.5,10.1
MNT-010957,VEH-07605,2023-08-29,Preventive,OVH-002,300.0,4.8,Annual safety inspection,2,600.0,165.0,135.0,6.5,2,732.64,181.5,148.5,10.1
MNT-010958,VEH-07606,2024-07-21,Inspection,EM-001,300.0,5.1,Emergency breakdown repair,1,300.0,165.0,135.0,5.1,1,393.22,181.5,148.5,7.9
MNT-010959,VEH-07607,2024-11-29,Emergency,CM-002,300.0,3.1,Tyre rotation and alignment,1,300.0,165.0,135.0,3.1,1,380.14,181.5,148.5,3.8
MNT-010960,VEH-07608,2024-09-05,Preventive,PM-002,300.0,4.2,Hydraulic system check,1,300.0,165.0,135.0,4.2,1,406.77,181.5,148.5,5.0
MNT-010961,VEH-07609,2022-04-28,Overhaul,PM-002,300.0,11.0,Emergency breakdown repair,1,300.0,165.0,135.0,11.0,1,358.36,181.5,148.5,13.7
MNT-010962,VEH-07611,2022-10-25,Inspection,PM-001,300.0,13.0,Electrical wiring inspection,2,600.0,165.0,135.0,22.4,3,754.26,181.5,148.5,24.6
MNT-010963,VEH-07611,2024-03-29,Corrective,PM-002,300.0,9.4,Transmission fluid change,2,600.0,165.0,135.0,22.4,3,747.37,181.5,148.5,24.6
MNT-010964,VEH-07612,2023-05-23,Inspection,OVH-002,300.0,9.1,Clutch adjustment,2,600.0,165.0,135.0,20.1,3,723.7,181.5,148.5,30.0
MNT-010965,VEH-07612,2023-03-31,Inspection,OVH-001,300.0,11.0,Emergency breakdown repair,2,600.0,165.0,135.0,20.1,3,820.46,181.5,148.5,30.0
MNT-010966,VEH-07613,2022-03-16,Preventive,PM-002,300.0,11.1,Suspension overhaul,1,300.0,165.0,135.0,11.1,1,344.93,181.5,148.5,17.1
MNT-010967,VEH-07614,2023-02-19,Overhaul,CM-002,300.0,13.8,Annual safety inspection,1,300.0,165.0,135.0,13.8,1,343.46,181.5,148.5,17.6
MNT-010968,VEH-07615,2023-09-25,Preventive,CM-001,300.0,2.6,Tyre rotation and alignment,1,300.0,165.0,135.0,2.6,1,381.92,181.5,148.5,3.1
MNT-010969,VEH-07617,2024-04-05,Emergency,CM-002,300.0,5.6,Brake pad replacement,1,300.0,165.0,135.0,5.6,1,389.17,181.5,148.5,8.6
MNT-010970,VEH-07618,2022-06-09,Overhaul,PM-002,300.0,14.5,Transmission fluid change,1,300.0,165.0,135.0,14.5,1,347.52,181.5,148.5,17.5
MNT-010971,VEH-07619,2022-09-12,Preventive,INS-001,300.0,3.1,Hydraulic system check,3,900.0,165.0,135.0,18.3,4,1095.49,181.5,148.5,28.7
MNT-010972,VEH-07619,2022-05-24,Corrective,PM-001,300.0,4.6,Emergency breakdown repair,3,900.0,165.0,135.0,18.3,4,1245.57,181.5,148.5,28.7
MNT-010973,VEH-07619,2023-12-28,Emergency,CM-002,300.0,10.6,Air filter replacement,3,900.0,165.0,135.0,18.3,4,1056.59,181.5,148.5,28.7
MNT-010974,VEH-07620,2023-11-20,Emergency,INS-001,300.0,11.8,Tyre rotation and alignment,2,600.0,165.0,135.0,17.200000000000003,2,780.3,181.5,148.5,22.2
MNT-010975,VEH-07620,2024-12-21,Preventive,INS-001,300.0,5.4,Fuel system cleaning,2,600.0,165.0,135.0,17.200000000000003,2,793.23,181.5,148.5,22.2
MNT-010976,VEH-07621,2024-12-04,Inspection,CM-002,300.0,7.5,Chassis lubrication,2,600.0,165.0,135.0,8.5,3,740.66,181.5,148.5,12.8
MNT-010977,VEH-07621,2023-04-01,Corrective,INS-001,300.0,1.0,Engine oil and filter replacement,2,600.0,165.0,135.0,8.5,3,828.75,181.5,148.5,12.8
MNT-010978,VEH-07622,2024-12-26,Preventive,PM-001,300.0,9.0,Electrical wiring inspection,2,600.0,165.0,135.0,18.3,3,792.6,181.5,148.5,23.3
MNT-010979,VEH-07622,2023-10-30,Corrective,OVH-002,300.0,9.3,Engine oil and filter replacement,2,600.0,165.0,135.0,18.3,3,742.43,181.5,148.5,23.3
MNT-010980,VEH-07623,2022-12-22,Emergency,CM-001,300.0,4.4,Fuel system cleaning,1,300.0,165.0,135.0,4.4,1,381.24,181.5,148.5,6.6
MNT-010981,VEH-07624,2022-06-10,Overhaul,EM-001,300.0,4.4,Suspension overhaul,2,600.0,165.0,135.0,16.200000000000003,3,784.67,181.5,148.5,25.3
MNT-010982,VEH-07624,2022-02-09,Emergency,PM-002,300.0,11.8,Electrical wiring inspection,2,600.0,165.0,135.0,16.200000000000003,3,766.59,181.5,148.5,25.3
MNT-010983,VEH-07625,2023-12-19,Corrective,OVH-001,300.0,3.4,Radiator flush,2,600.0,165.0,135.0,7.1,3,818.17,181.5,148.5,9.9
MNT-010984,VEH-07625,2022-12-13,Emergency,CM-002,300.0,3.7,Annual safety inspection,2,600.0,165.0,135.0,7.1,3,724.24,181.5,148.5,9.9
