vehicle_id,vehicle_type,make,model_name,model_year,department,fuel_type,purchase_price_inr,odometer_km,vehicle_age_yrs,status_now,status_future,fleet_degradation_now,fleet_degradation_future
VEH-07462,Defence Truck,Tata,LPTA 713 TC,2020,DEFENCE,Petrol,2752000,51722,4,Active,Active,0.2677,0.317
VEH-07464,Armoured SUV,Mahindra,Armado,2012,DEFENCE,Diesel,1179000,52651,12,In Service,In Service,0.2878,0.3519
VEH-07470,Armoured SUV,Mahindra,Armado,2019,DEFENCE,Petrol,5210000,15169,5,Active,Active,0.1489,0.2125
VEH-07481,Defence Truck,Tata,LPTA 713 TC,2022,DEFENCE,Diesel,3009000,75206,2,In Service,Under Maintenance,0.3869,0.4563
VEH-07493,Water Cannon,Ashok Leyland,Boss Defence,2020,DEFENCE,CNG,3241000,71647,4,Active,Active,0.3492,0.3874
VEH-07508,Water Cannon,Ashok Leyland,Boss Defence,2013,DEFENCE,Petrol,1841000,113107,11,In Service,In Service,0.5746,0.6862
VEH-07517,Water Cannon,Ashok Leyland,Boss Defence,2014,DEFENCE,Electric,1161000,59878,10,Active,In Service,0.3054,0.4185
VEH-07518,Command Vehicle,Toyota,Land Cruiser 79,2023,DEFENCE,Petrol,5231000,71565,1,Under Maintenance,Under Maintenance,0.3967,0.4704
VEH-07521,Defence Truck,Tata,LPTA 713 TC,2014,DEFENCE,Petrol,4736000,107371,10,Under Maintenance,Under Maintenance,0.571,0.6584
VEH-07525,Command Vehicle,Toyota,Land Cruiser 79,2015,DEFENCE,Diesel,5144000,84293,9,Active,Active,0.4365,0.5513
VEH-07530,Command Vehicle,Toyota,Land Cruiser 79,2012,DEFENCE,Petrol,1849000,51754,12,Under Maintenance,Under Maintenance,0.2797,0.3122
VEH-07533,Command Vehicle,Toyota,Land Cruiser 79,2017,DEFENCE,Diesel,1639000,41675,7,Under Maintenance,Under Maintenance,0.2646,0.3234
VEH-07538,Armoured SUV,Mahindra,Armado,2016,DEFENCE,Diesel,3661000,38423,8,In Service,In Service,0.244,0.3614
VEH-07548,Armoured SUV,Mahindra,Armado,2012,DEFENCE,Electric,1685000,102618,12,Active,In Service,0.5581,0.6585
VEH-07571,Defence Truck,Tata,LPTA 713 TC,2015,DEFENCE,Diesel,4310000,36661,9,Active,In Service,0.2283,0.3132
VEH-07600,Defence Truck,Tata,LPTA 713 TC,2023,DEFENCE,Diesel,5007000,93572,1,Under Maintenance,Under Maintenance,0.5531,0.6515
VEH-07605,Armoured SUV,Mahindra,Armado,2022,DEFENCE,Diesel,1779000,59180,2,Active,Active,0.3304,0.3869
VEH-07609,Armoured SUV,Mahindra,Armado,2012,DEFENCE,Diesel,1283000,31845,12,Active,In Service,0.2978,0.4037
VEH-07611,Command Vehicle,Toyota,Land Cruiser 79,2023,DEFENCE,Diesel,2888000,23637,1,In Service,In Service,0.1332,0.2284
VEH-07615,Water Cannon,Ashok Leyland,Boss Defence,2017,DEFENCE,Electric,2842000,90239,7,Active,Active,0.5258,0.6357
VEH-07617,Water Cannon,Ashok Leyland,Boss Defence,2021,DEFENCE,Petrol,1762000,81819,3,Active,Active,0.4482,0.5174
VEH-07633,Water Cannon,Ashok Leyland,Boss Defence,2018,DEFENCE,Petrol,2416000,72242,6,In Service,In Service,0.3687,0.3993
VEH-07637,Water Cannon,Ashok Leyland,Boss Defence,2012,DEFENCE,Electric,1630000,77410,12,Under Maintenance,Under Maintenance,0.4027,0.4894
VEH-07642,Water Cannon,Ashok Leyland,Boss Defence,2021,DEFENCE,Electric,2624000,43777,3,Active,Active,0.2351,0.2827
VEH-07644,Command Vehicle,Toyota,Land Cruiser 79,2017,DEFENCE,Diesel,5961000,92292,7,Active,Active,0.4536,0.5241
VEH-07649,Defence Truck,Tata,LPTA 713 TC,2013,DEFENCE,CNG,4649000,51693,11,Active,Active,0.3192,0.3855
VEH-07665,Armoured SUV,Mahindra,Armado,2020,DEFENCE,Diesel,1938000,121355,4,Under Maintenance,Under Maintenance,0.6865,0.774
VEH-07666,Command Vehicle,Toyota,Land Cruiser 79,2021,DEFENCE,Diesel,1854000,46672,3,Active,Active,0.2421,0.2938
VEH-07670,Water Cannon,Ashok Leyland,Boss Defence,2023,DEFENCE,Diesel,5864000,62073,1,Active,Active,0.2853,0.3271
VEH-07688,Armoured SUV,Mahindra,Armado,2017,DEFENCE,Electric,5754000,43296,7,In Service,In Service,0.2044,0.2461
VEH-07689,Command Vehicle,Toyota,Land Cruiser 79,2014,DEFENCE,Diesel,5874000,88678,10,Active,Active,0.5905,0.7052
VEH-07693,Water Cannon,Ashok Leyland,Boss Defence,2019,DEFENCE,Diesel,5959000,31248,5,In Service,In Service,0.1827,0.2693
VEH-07699,Command Vehicle,Toyota,Land Cruiser 79,2022,DEFENCE,Diesel,2953000,49568,2,In Service,Under Maintenance,0.2218,0.305
VEH-07700,Armoured SUV,Mahindra,Armado,2016,DEFENCE,Diesel,1452000,47921,8,In Service,In Service,0.2816,0.3592
VEH-07704,Defence Truck,Tata,LPTA 713 TC,2020,DEFENCE,Diesel,2161000,31477,4,In Service,Under Maintenance,0.1126,0.187
VEH-07712,Water Cannon,Ashok Leyland,Boss Defence,2013,DEFENCE,Diesel,2040000,67125,11,Under Maintenance,Under Maintenance,0.4038,0.4715
VEH-07713,Armoured SUV,Mahindra,Armado,2018,DEFENCE,Diesel,937000,70951,6,Active,Active,0.2671,0.3415
VEH-07717,Armoured SUV,Mahindra,Armado,2014,DEFENCE,Diesel,2203000,41124,10,In Service,Under Maintenance,0.2944,0.3538
VEH-07744,Defence Truck,Tata,LPTA 713 TC,2020,DEFENCE,CNG,4034000,18753,4,Active,Active,0.0961,0.1523
VEH-07749,Command Vehicle,Toyota,Land Cruiser 79,2012,DEFENCE,CNG,5698000,103149,12,Active,In Service,0.6344,0.6865
VEH-07755,Defence Truck,Tata,LPTA 713 TC,2021,DEFENCE,Diesel,2350000,37874,3,Active,Active,0.2363,0.3431
VEH-07757,Defence Truck,Tata,LPTA 713 TC,2015,DEFENCE,CNG,2858000,51684,9,In Service,In Service,0.2639,0.3219
VEH-07767,Command Vehicle,Toyota,Land Cruiser 79,2019,DEFENCE,Petrol,5746000,62456,5,In Service,In Service,0.3361,0.4046
VEH-07773,Command Vehicle,Toyota,Land Cruiser 79,2018,DEFENCE,Electric,2185000,65568,6,In Service,In Service,0.3213,0.4066
VEH-07774,Command Vehicle,Toyota,Land Cruiser 79,2016,DEFENCE,Diesel,2647000,32912,8,Active,Active,0.252,0.3042
VEH-07775,Armoured SUV,Mahindra,Armado,2015,DEFENCE,Petrol,1008000,64320,9,Under Maintenance,Under Maintenance,0.4234,0.5127
VEH-07777,Armoured SUV,Mahindra,Armado,2019,DEFENCE,Petrol,1168000,24725,5,Active,Active,0.139,0.2274
VEH-07787,Water Cannon,Ashok Leyland,Boss Defence,2014,DEFENCE,Diesel,3210000,44627,10,Under Maintenance,Under Maintenance,0.1967,0.2935
VEH-07799,Water Cannon,Ashok Leyland,Boss Defence,2015,DEFENCE,Petrol,4733000,42702,9,In Service,In Service,0.2362,0.2815
VEH-07800,Defence Truck,Tata,LPTA 713 TC,2014,DEFENCE,CNG,2786000,94116,10,In Service,Under Maintenance,0.55,0.604
VEH-07804,Defence Truck,Tata,LPTA 713 TC,2012,DEFENCE,Petrol,5369000,106628,12,In Service,In Service,0.5403,0.6045
VEH-07809,Water Cannon,Ashok Leyland,Boss Defence,2022,DEFENCE,Diesel,1321000,44309,2,In Service,In Service,0.3025,0.335
VEH-07811,Defence Truck,Tata,LPTA 713 TC,2020,DEFENCE,Diesel,1397000,15322,4,In Service,In Service,0.0799,0.1223
VEH-07815,Command Vehicle,Toyota,Land Cruiser 79,2016,DEFENCE,Petrol,5748000,90562,8,Active,Active,0.506,0.5976
VEH-07817,Armoured SUV,Mahindra,Armado,2015,DEFENCE,Petrol,5548000,42360,9,In Service,Under Maintenance,0.2721,0.3809
VEH-07821,Water Cannon,Ashok Leyland,Boss Defence,2023,DEFENCE,Electric,5360000,44673,1,Active,Active,0.2915,0.3434
VEH-07828,Armoured SUV,Mahindra,Armado,2021,DEFENCE,CNG,5113000,58810,3,In Service,In Service,0.2257,0.3078
VEH-07851,Water Cannon,Ashok Leyland,Boss Defence,2012,DEFENCE,Petrol,2946000,101265,12,In Service,In Service,0.5713,0.6115
VEH-07854,Armoured SUV,Mahindra,Armado,2016,DEFENCE,CNG,5967000,27887,8,In Service,In Service,0.1275,0.1864
VEH-07858,Water Cannon,Ashok Leyland,Boss Defence,2019,DEFENCE,Electric,1839000,79154,5,Active,Active,0.4391,0.5456
VEH-07865,Armoured SUV,Mahindra,Armado,2014,DEFENCE,Diesel,2692000,59715,10,Under Maintenance,Under Maintenance,0.3052,0.3589
VEH-07868,Command Vehicle,Toyota,Land Cruiser 79,2015,DEFENCE,Electric,4757000,95022,9,In Service,In Service,0.5418,0.6508
VEH-07869,Water Cannon,Ashok Leyland,Boss Defence,2015,DEFENCE,Petrol,2494000,23001,9,Active,In Service,0.1608,0.2222
VEH-07889,Water Cannon,Ashok Leyland,Boss Defence,2021,DEFENCE,Diesel,4343000,57395,3,In Service,In Service,0.2743,0.3206
VEH-07899,Water Cannon,Ashok Leyland,Boss Defence,2020,DEFENCE,Diesel,5611000,87769,4,In Service,In Service,0.5064,0.6054
VEH-07902,Command Vehicle,Toyota,Land Cruiser 79,2012,DEFENCE,CNG,2886000,114235,12,Under Maintenance,Under Maintenance,0.6058,0.6968
VEH-07903,Armoured SUV,Mahindra,Armado,2015,DEFENCE,Diesel,2000000,86729,9,Under Maintenance,Under Maintenance,0.457,0.5638
VEH-07916,Water Cannon,Ashok Leyland,Boss Defence,2020,DEFENCE,Diesel,1679000,33214,4,In Service,In Service,0.1974,0.247
VEH-07926,Armoured SUV,Mahindra,Armado,2013,DEFENCE,Diesel,2058000,84337,11,In Service,In Service,0.4945,0.5314
VEH-07934,Command Vehicle,Toyota,Land Cruiser 79,2019,DEFENCE,Diesel,1527000,117805,5,Active,In Service,0.6368,0.692
VEH-07935,Defence Truck,Tata,LPTA 713 TC,2021,DEFENCE,CNG,1087000,43938,3,Active,In Service,0.2237,0.2842
VEH-07939,Water Cannon,Ashok Leyland,Boss Defence,2015,DEFENCE,Electric,4122000,89712,9,Active,Active,0.5464,0.6293
VEH-07941,Command Vehicle,Toyota,Land Cruiser 79,2021,DEFENCE,Diesel,2999000,52461,3,Active,Active,0.2927,0.3492
VEH-07950,Armoured SUV,Mahindra,Armado,2013,DEFENCE,Diesel,2341000,89147,11,Active,In Service,0.4945,0.5802
VEH-07962,Water Cannon,Ashok Leyland,Boss Defence,2018,DEFENCE,Diesel,2496000,104066,6,Under Maintenance,Under Maintenance,0.6514,0.7284
VEH-07967,Armoured SUV,Mahindra,Armado,2018,DEFENCE,Diesel,3404000,13766,6,In Service,In Service,0.1415,0.2118
VEH-07992,Defence Truck,Tata,LPTA 713 TC,2015,DEFENCE,Diesel,4150000,103065,9,Active,Active,0.561,0.6322
VEH-07993,Water Cannon,Ashok Leyland,Boss Defence,2015,DEFENCE,Electric,1852000,35764,9,In Service,In Service,0.2264,0.2798
VEH-07994,Water Cannon,Ashok Leyland,Boss Defence,2022,DEFENCE,Diesel,1069000,34837,2,Active,Active,0.2074,0.2988
VEH-07996,Armoured SUV,Mahindra,Armado,2012,DEFENCE,CNG,4765000,130021,12,In Service,In Service,0.6831,0.8014
VEH-08006,Water Cannon,Ashok Leyland,Boss Defence,2017,DEFENCE,Diesel,1389000,92572,7,In Service,In Service,0.4655,0.5845
VEH-08008,Command Vehicle,Toyota,Land Cruiser 79,2016,DEFENCE,CNG,4717000,47937,8,In Service,In Service,0.2451,0.3049
VEH-08014,Command Vehicle,Toyota,Land Cruiser 79,2019,DEFENCE,CNG,2647000,62560,5,Under Maintenance,Under Maintenance,0.3508,0.411
VEH-08025,Defence Truck,Tata,LPTA 713 TC,2014,DEFENCE,CNG,4441000,77196,10,Under Maintenance,Under Maintenance,0.4582,0.5416
VEH-08028,Command Vehicle,Toyota,Land Cruiser 79,2022,DEFENCE,CNG,3889000,63582,2,In Service,In Service,0.3776,0.4717
VEH-08031,Defence Truck,Tata,LPTA 713 TC,2018,DEFENCE,Diesel,2919000,46959,6,In Service,In Service,0.231,0.348
VEH-08033,Armoured SUV,Mahindra,Armado,2012,DEFENCE,Electric,3681000,59564,12,In Service,In Service,0.3158,0.3808
VEH-08037,Armoured SUV,Mahindra,Armado,2022,DEFENCE,CNG,4618000,12416,2,Active,Active,0.1525,0.248
VEH-08039,Defence Truck,Tata,LPTA 713 TC,2022,DEFENCE,Diesel,3796000,28391,2,Active,Active,0.1592,0.2543
VEH-08042,Command Vehicle,Toyota,Land Cruiser 79,2018,DEFENCE,Diesel,4677000,46808,6,In Service,In Service,0.2446,0.3151
VEH-08057,Command Vehicle,Toyota,Land Cruiser 79,2017,DEFENCE,Diesel,3685000,82379,7,Under Maintenance,Under Maintenance,0.4358,0.4697
VEH-08058,Defence Truck,Tata,LPTA 713 TC,2014,DEFENCE,Diesel,5793000,103684,10,Active,In Service,0.6197,0.7255
VEH-08062,Defence Truck,Tata,LPTA 713 TC,2015,DEFENCE,Diesel,1457000,89618,9,In Service,In Service,0.5059,0.5984
VEH-08068,Armoured SUV,Mahindra,Armado,2019,DEFENCE,CNG,2205000,86110,5,Active,Active,0.4371,0.4686
VEH-08076,Defence Truck,Tata,LPTA 713 TC,2018,DEFENCE,Electric,1432000,57738,6,Active,Active,0.2907,0.3379
VEH-08079,Command Vehicle,Toyota,Land Cruiser 79,2020,DEFENCE,Petrol,1740000,81545,4,Under Maintenance,Under Maintenance,0.4172,0.4492
VEH-08081,Defence Truck,Tata,LPTA 713 TC,2012,DEFENCE,Diesel,1232000,170685,12,In Service,In Service,0.99,0.99
VEH-08112,Defence Truck,Tata,LPTA 713 TC,2020,DEFENCE,Petrol,5033000,100649,4,Under Maintenance,Under Maintenance,0.4607,0.5618
VEH-08116,Defence Truck,Tata,LPTA 713 TC,2023,DEFENCE,Diesel,1687000,60815,1,Under Maintenance,Under Maintenance,0.2932,0.3757
VEH-08118,Armoured SUV,Mahindra,Armado,2012,DEFENCE,Petrol,1138000,42590,12,Active,Active,0.2775,0.3716
VEH-08121,Defence Truck,Tata,LPTA 713 TC,2023,DEFENCE,Diesel,1239000,65587,1,In Service,In Service,0.3938,0.4499
VEH-08125,Water Cannon,Ashok Leyland,Boss Defence,2018,DEFENCE,Petrol,3104000,73502,6,In Service,Under Maintenance,0.4198,0.4752
VEH-08130,Water Cannon,Ashok Leyland,Boss Defence,2016,DEFENCE,Petrol,3494000,47592,8,In Service,In Service,0.3431,0.4399
VEH-08140,Water Cannon,Ashok Leyland,Boss Defence,2013,DEFENCE,Diesel,5005000,42594,11,Active,Active,0.2705,0.3372
VEH-08147,Command Vehicle,Toyota,Land Cruiser 79,2020,DEFENCE,Diesel,1875000,34545,4,Active,Active,0.1861,0.2174
VEH-08149,Command Vehicle,Toyota,Land Cruiser 79,2013,DEFENCE,Diesel,4092000,110736,11,Active,Active,0.5566,0.6598
VEH-08150,Defence Truck,Tata,LPTA 713 TC,2019,DEFENCE,Diesel,4186000,43956,5,In Service,Under Maintenance,0.2999,0.4062
VEH-08166,Water Cannon,Ashok Leyland,Boss Defence,2014,DEFENCE,Diesel,2381000,151887,10,Active,In Service,0.8441,0.9003
VEH-08174,Armoured SUV,Mahindra,Armado,2016,DEFENCE,Diesel,2547000,69891,8,In Service,In Service,0.332,0.4099
VEH-08176,Water Cannon,Ashok Leyland,Boss Defence,2020,DEFENCE,Diesel,5896000,62286,4,Active,In Service,0.2902,0.3719
VEH-08177,Water Cannon,Ashok Leyland,Boss Defence,2017,DEFENCE,Diesel,2282000,60544,7,Active,In Service,0.2932,0.3746
VEH-08185,Command Vehicle,Toyota,Land Cruiser 79,2012,DEFENCE,Diesel,1788000,59588,12,In Service,In Service,0.3072,0.3624
VEH-08187,Command Vehicle,Toyota,Land Cruiser 79,2022,DEFENCE,Petrol,5969000,79406,2,Active,Active,0.4429,0.5319
VEH-08190,Armoured SUV,Mahindra,Armado,2019,DEFENCE,Diesel,863000,86911,5,In Service,In Service,0.4966,0.5943
VEH-08193,Command Vehicle,Toyota,Land Cruiser 79,2018,DEFENCE,Diesel,2523000,57561,6,Active,Active,0.3005,0.4101
VEH-08196,Armoured SUV,Mahindra,Armado,2023,DEFENCE,Diesel,5241000,65748,1,Active,Active,0.3436,0.4334
VEH-08198,Command Vehicle,Toyota,Land Cruiser 79,2012,DEFENCE,Diesel,3518000,81203,12,Active,Active,0.4617,0.516
VEH-08206,Water Cannon,Ashok Leyland,Boss Defence,2022,DEFENCE,Diesel,4836000,67053,2,Active,Active,0.3503,0.3991
VEH-08209,Water Cannon,Ashok Leyland,Boss Defence,2023,DEFENCE,Petrol,1066000,111350,1,In Service,In Service,0.6081,0.7184
VEH-08218,Armoured SUV,Mahindra,Armado,2023,DEFENCE,Diesel,5762000,28644,1,Under Maintenance,Under Maintenance,0.2156,0.335
VEH-08219,Armoured SUV,Mahindra,Armado,2013,DEFENCE,CNG,3630000,122921,11,Under Maintenance,Under Maintenance,0.7192,0.7619
VEH-08225,Command Vehicle,Toyota,Land Cruiser 79,2023,DEFENCE,Diesel,1776000,54488,1,In Service,In Service,0.3483,0.4156
VEH-08227,Command Vehicle,Toyota,Land Cruiser 79,2015,DEFENCE,Diesel,5209000,39446,9,Active,Active,0.1849,0.2212
VEH-08245,Armoured SUV,Mahindra,Armado,2020,DEFENCE,CNG,2798000,123639,4,Under Maintenance,Under Maintenance,0.7023,0.7982
VEH-08257,Armoured SUV,Mahindra,Armado,2012,DEFENCE,CNG,2498000,65234,12,Active,Active,0.3279,0.3707
VEH-08268,Water Cannon,Ashok Leyland,Boss Defence,2017,DEFENCE,CNG,1362000,62644,7,Active,Active,0.3641,0.4575
VEH-08271,Water Cannon,Ashok Leyland,Boss Defence,2018,DEFENCE,Petrol,1054000,83262,6,Under Maintenance,Under Maintenance,0.4116,0.4792
VEH-08281,Armoured SUV,Mahindra,Armado,2017,DEFENCE,Diesel,2431000,105516,7,Under Maintenance,Under Maintenance,0.5608,0.6696
VEH-08284,Water Cannon,Ashok Leyland,Boss Defence,2016,DEFENCE,Diesel,5745000,24805,8,Active,Active,0.2085,0.3253
VEH-08302,Defence Truck,Tata,LPTA 713 TC,2016,DEFENCE,Diesel,1089000,89104,8,Active,Active,0.4726,0.522
VEH-08308,Command Vehicle,Toyota,Land Cruiser 79,2012,DEFENCE,Diesel,1130000,88092,12,Active,In Service,0.4461,0.565
VEH-08312,Water Cannon,Ashok Leyland,Boss Defence,2015,DEFENCE,Petrol,1384000,72566,9,Active,Active,0.419,0.4826
VEH-08316,Defence Truck,Tata,LPTA 713 TC,2023,DEFENCE,Petrol,2721000,55098,1,In Service,In Service,0.3277,0.388
VEH-08356,Armoured SUV,Mahindra,Armado,2014,DEFENCE,Diesel,5157000,49125,10,Active,Active,0.2854,0.323
VEH-08357,Water Cannon,Ashok Leyland,Boss Defence,2022,DEFENCE,Diesel,5798000,45949,2,Active,Active,0.2239,0.3148
VEH-08363,Armoured SUV,Mahindra,Armado,2020,DEFENCE,CNG,4381000,71317,4,Active,Active,0.3419,0.4017
VEH-08378,Command Vehicle,Toyota,Land Cruiser 79,2017,DEFENCE,Diesel,1944000,50029,7,Active,Active,0.2899,0.3423
VEH-08385,Armoured SUV,Mahindra,Armado,2014,DEFENCE,Diesel,5941000,103499,10,In Service,Under Maintenance,0.5429,0.6554
VEH-08388,Defence Truck,Tata,LPTA 713 TC,2023,DEFENCE,Diesel,4005000,145244,1,Under Maintenance,Under Maintenance,0.764,0.852
VEH-08408,Armoured SUV,Mahindra,Armado,2017,DEFENCE,Diesel,3475000,67934,7,In Service,In Service,0.3756,0.4246
VEH-08413,Defence Truck,Tata,LPTA 713 TC,2014,DEFENCE,Electric,5040000,91844,10,Under Maintenance,Under Maintenance,0.5145,0.5822
VEH-08422,Water Cannon,Ashok Leyland,Boss Defence,2020,DEFENCE,Petrol,2502000,63732,4,Active,Active,0.3789,0.4369
VEH-08423,Water Cannon,Ashok Leyland,Boss Defence,2016,DEFENCE,Electric,2244000,84438,8,In Service,Under Maintenance,0.4299,0.5165
VEH-08426,Defence Truck,Tata,LPTA 713 TC,2023,DEFENCE,Diesel,5710000,25980,1,In Service,In Service,0.2302,0.2843
VEH-08429,Command Vehicle,Toyota,Land Cruiser 79,2012,DEFENCE,Diesel,1285000,66332,12,In Service,In Service,0.4199,0.5305
VEH-08436,Command Vehicle,Toyota,Land Cruiser 79,2015,DEFENCE,CNG,4932000,52632,9,In Service,In Service,0.2224,0.3308
VEH-08441,Command Vehicle,Toyota,Land Cruiser 79,2018,DEFENCE,Diesel,4385000,63489,6,In Service,Under Maintenance,0.3728,0.4652
VEH-08460,Water Cannon,Ashok Leyland,Boss Defence,2016,DEFENCE,Petrol,4976000,35827,8,Active,Active,0.1554,0.2117
VEH-08463,Water Cannon,Ashok Leyland,Boss Defence,2022,DEFENCE,Diesel,3120000,66211,2,In Service,In Service,0.3439,0.411
VEH-08466,Command Vehicle,Toyota,Land Cruiser 79,2017,DEFENCE,Diesel,5771000,107227,7,Under Maintenance,Under Maintenance,0.5643,0.6365
VEH-08469,Armoured SUV,Mahindra,Armado,2014,DEFENCE,Diesel,3600000,76354,10,In Service,In Service,0.4251,0.5174
VEH-08471,Command Vehicle,Toyota,Land Cruiser 79,2019,DEFENCE,Diesel,5073000,43124,5,Active,Active,0.2205,0.3144
VEH-08472,Armoured SUV,Mahindra,Armado,2020,DEFENCE,Diesel,2059000,59361,4,In Service,In Service,0.3559,0.4058
VEH-08482,Command Vehicle,Toyota,Land Cruiser 79,2017,DEFENCE,Petrol,2499000,94109,7,In Service,Under Maintenance,0.4656,0.5785
VEH-08489,Armoured SUV,Mahindra,Armado,2017,DEFENCE,Diesel,4620000,25681,7,Active,Active,0.1802,0.2655
VEH-08500,Water Cannon,Ashok Leyland,Boss Defence,2017,DEFENCE,Diesel,5473000,50741,7,Active,Active,0.3496,0.3914
VEH-08502,Command Vehicle,Toyota,Land Cruiser 79,2014,DEFENCE,Diesel,2538000,103291,10,Under Maintenance,Under Maintenance,0.4909,0.5356
VEH-08503,Command Vehicle,Toyota,Land Cruiser 79,2019,DEFENCE,Diesel,3961000,53852,5,In Service,In Service,0.3228,0.3587
VEH-08510,Defence Truck,Tata,LPTA 713 TC,2022,DEFENCE,CNG,3024000,64886,2,Under Maintenance,Under Maintenance,0.3586,0.4017
VEH-08515,Command Vehicle,Toyota,Land Cruiser 79,2016,DEFENCE,Diesel,3937000,57551,8,Active,Active,0.2793,0.3587
VEH-08516,Armoured SUV,Mahindra,Armado,2023,DEFENCE,Diesel,5551000,23978,1,Active,Active,0.1808,0.2832
VEH-08536,Defence Truck,Tata,LPTA 713 TC,2012,DEFENCE,Diesel,4713000,45792,12,In Service,Under Maintenance,0.2845,0.3846
VEH-08570,Command Vehicle,Toyota,Land Cruiser 79,2014,DEFENCE,Diesel,4912000,40066,10,In Service,In Service,0.2916,0.3673
VEH-08573,Command Vehicle,Toyota,Land Cruiser 79,2015,DEFENCE,Diesel,4732000,144725,9,In Service,Under Maintenance,0.763,0.8501
VEH-08574,Water Cannon,Ashok Leyland,Boss Defence,2020,DEFENCE,Diesel,2920000,88118,4,Under Maintenance,Under Maintenance,0.4476,0.5031
VEH-08579,Defence Truck,Tata,LPTA 713 TC,2018,DEFENCE,CNG,5847000,40788,6,Active,Active,0.3067,0.3683
VEH-08581,Armoured SUV,Mahindra,Armado,2012,DEFENCE,CNG,4424000,76924,12,Under Maintenance,Under Maintenance,0.3876,0.4479
VEH-08584,Command Vehicle,Toyota,Land Cruiser 79,2012,DEFENCE,CNG,4976000,140752,12,Under Maintenance,Under Maintenance,0.731,0.7641
VEH-08598,Water Cannon,Ashok Leyland,Boss Defence,2012,DEFENCE,Diesel,1323000,47246,12,In Service,Under Maintenance,0.3189,0.3777
VEH-08608,Command Vehicle,Toyota,Land Cruiser 79,2013,DEFENCE,Petrol,4011000,48932,11,In Service,In Service,0.1838,0.2332
VEH-08615,Defence Truck,Tata,LPTA 713 TC,2020,DEFENCE,Diesel,5757000,59447,4,Under Maintenance,Under Maintenance,0.3956,0.4791
VEH-08627,Armoured SUV,Mahindra,Armado,2021,DEFENCE,Diesel,2451000,76759,3,Under Maintenance,Under Maintenance,0.3544,0.467
VEH-08629,Water Cannon,Ashok Leyland,Boss Defence,2020,DEFENCE,CNG,5575000,84314,4,Active,In Service,0.4173,0.4669
VEH-08632,Command Vehicle,Toyota,Land Cruiser 79,2022,DEFENCE,Diesel,2009000,69604,2,Active,Active,0.4193,0.5008
VEH-08635,Armoured SUV,Mahindra,Armado,2012,DEFENCE,Diesel,2502000,50735,12,Under Maintenance,Under Maintenance,0.3861,0.4813
VEH-08643,Command Vehicle,Toyota,Land Cruiser 79,2022,DEFENCE,Petrol,4226000,71575,2,Active,In Service,0.405,0.4547
VEH-08644,Command Vehicle,Toyota,Land Cruiser 79,2013,DEFENCE,Electric,4611000,75941,11,Active,Active,0.4107,0.4543
VEH-08653,Defence Truck,Tata,LPTA 713 TC,2016,DEFENCE,Petrol,5944000,84264,8,Under Maintenance,Under Maintenance,0.396,0.4362
VEH-08669,Defence Truck,Tata,LPTA 713 TC,2017,DEFENCE,Diesel,3521000,44517,7,Active,In Service,0.2558,0.313
VEH-08676,Command Vehicle,Toyota,Land Cruiser 79,2015,DEFENCE,CNG,5435000,96152,9,In Service,Under Maintenance,0.5097,0.5574
VEH-08685,Water Cannon,Ashok Leyland,Boss Defence,2021,DEFENCE,CNG,862000,36507,3,In Service,In Service,0.1768,0.2719
VEH-08687,Defence Truck,Tata,LPTA 713 TC,2012,DEFENCE,Electric,5949000,100543,12,In Service,Under Maintenance,0.4504,0.4958
VEH-08689,Defence Truck,Tata,LPTA 713 TC,2019,DEFENCE,Petrol,1553000,51557,5,In Service,In Service,0.2399,0.3428
VEH-08693,Defence Truck,Tata,LPTA 713 TC,2022,DEFENCE,CNG,5740000,36301,2,Active,In Service,0.1643,0.2674
VEH-08703,Defence Truck,Tata,LPTA 713 TC,2020,DEFENCE,Petrol,5871000,85851,4,Active,Active,0.4751,0.529
VEH-08704,Armoured SUV,Mahindra,Armado,2022,DEFENCE,Diesel,1157000,25130,2,Active,Active,0.0991,0.196
VEH-08705,Command Vehicle,Toyota,Land Cruiser 79,2014,DEFENCE,Petrol,5616000,52913,10,Active,Active,0.2819,0.3449
VEH-08712,Armoured SUV,Mahindra,Armado,2012,DEFENCE,Electric,4850000,77574,12,In Service,Under Maintenance,0.4517,0.5464
VEH-08721,Armoured SUV,Mahindra,Armado,2021,DEFENCE,Diesel,4743000,43702,3,Active,Active,0.212,0.3232
VEH-08723,Command Vehicle,Toyota,Land Cruiser 79,2020,DEFENCE,CNG,2994000,33450,4,In Service,In Service,0.1962,0.2499
VEH-08729,Defence Truck,Tata,LPTA 713 TC,2014,DEFENCE,CNG,977000,37464,10,Active,In Service,0.2566,0.327
VEH-08730,Water Cannon,Ashok Leyland,Boss Defence,2021,DEFENCE,Diesel,4945000,103723,3,In Service,Under Maintenance,0.5463,0.6532
VEH-08733,Defence Truck,Tata,LPTA 713 TC,2012,DEFENCE,Diesel,1381000,64991,12,Under Maintenance,Under Maintenance,0.3207,0.3662
VEH-08753,Defence Truck,Tata,LPTA 713 TC,2015,DEFENCE,CNG,3465000,45882,9,Active,In Service,0.2955,0.3523
VEH-08757,Defence Truck,Tata,LPTA 713 TC,2015,DEFENCE,Electric,3400000,76653,9,Under Maintenance,Under Maintenance,0.3515,0.4651
